received_time_ns,base_mode,custom_mode,system_status
1775929329040470226,209,20,3
1775929330030157210,209,20,4
1775929331069950072,209,20,4
1775929332059870377,209,20,4
1775929333062590928,209,20,4
1775929334058855974,209,20,4
1775929335059955125,209,20,4
1775929336051143978,209,20,4
1775929337047201111,209,20,4
1775929340040080311,209,20,4
1775929340040263508,209,9,4
1775929340065011171,209,9,4
1775929340096306503,209,9,4
