received_time_ns,timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
1775658305314894592,3228000,0.0,0.0,0.0,0.0
1775658305318894592,3232000,0.0,0.0,0.0,0.0
1775658305518894592,3432000,0.0,0.0,0.0,0.0
1775658305718894592,3632000,0.0,0.0,0.0,0.0
1775658305918894592,3832000,0.0,0.0,0.0,0.0
1775658306118894592,4032000,0.0,0.0,0.0,0.0
1775658306318894592,4232000,0.0,0.0,0.0,0.0
1775658306518894592,4432000,0.0,0.0,0.0,0.0
1775658306718894592,4632000,0.0,0.0,0.0,0.0
1775658306918894592,4832000,0.0,0.0,0.0,0.0
1775658307118894592,5032000,0.0,0.0,0.0,0.0
1775658307318894592,5232000,0.0,0.0,0.0,0.0
1775658307518894592,5432000,0.0,0.0,0.0,0.0
1775658307718894592,5632000,0.0,0.0,0.0,0.0
1775658307918894592,5832000,0.0,0.0,0.0,0.0
1775658308118894592,6032000,0.0,0.0,0.0,0.0
1775658308318894592,6232000,0.0,0.0,0.0,0.0
1775658308518894592,6432000,0.0,0.0,0.0,0.0
1775658308718894592,6632000,0.0,0.0,0.0,0.0
1775658308918894592,6832000,0.0,0.0,0.0,0.0
1775658309118894592,7032000,0.0,0.0,0.0,0.0
1775658309318894592,7232000,0.0,0.0,0.0,0.0
1775658309518894592,7432000,0.0,0.0,0.0,0.0
1775658309718894592,7632000,0.0,0.0,0.0,0.0
1775658309918894592,7832000,0.0,0.0,0.0,0.0
1775658310118894592,8032000,0.0,0.0,0.0,0.0
1775658310318894592,8232000,0.0,0.0,0.0,0.0
1775658310518894592,8432000,0.0,0.0,0.0,0.0
1775658310718894592,8632000,0.0,0.0,0.0,0.0
1775658310918894592,8832000,0.0,0.0,0.0,0.0
1775658311118894592,9032000,0.0,0.0,0.0,0.0
1775658311318894592,9232000,0.0,0.0,0.0,0.0
1775658311518894592,9432000,0.0,0.0,0.0,0.0
1775658311718894592,9632000,0.0,0.0,0.0,0.0
1775658311918894592,9832000,0.0,0.0,0.0,0.0
1775658312118894592,10032000,0.0,0.0,0.0,0.0
1775658312318894592,10232000,0.0,0.0,0.0,0.0
1775658312518894592,10432000,0.0,0.0,0.0,0.0
1775658312718894592,10632000,0.0,0.0,0.0,0.0
1775658312918894592,10832000,0.0,0.0,0.0,0.0
1775658313118894592,11032000,0.0,0.0,0.0,0.0
1775658313318894592,11232000,0.0,0.0,0.0,0.0
1775658313518894592,11432000,0.0,0.0,0.0,0.0
1775658313718894592,11632000,0.0,0.0,0.0,0.0
1775658313918894592,11832000,0.0,0.0,0.0,0.0
1775658314118894592,12032000,0.0,0.0,0.0,0.0
1775658314318894592,12232000,0.0,0.0,0.0,0.0
1775658314518894592,12432000,0.0,0.0,0.0,0.0
1775658314718894592,12632000,0.0,0.0,0.0,0.0
1775658314918894592,12832000,0.0,0.0,0.0,0.0
1775658315118894592,13032000,0.0,0.0,0.0,0.0
1775658315318894592,13232000,0.0,0.0,0.0,0.0
1775658315518894592,13432000,0.0,0.0,0.0,0.0
1775658315718894592,13632000,0.0,0.0,0.0,0.0
1775658315918894592,13832000,0.0,0.0,0.0,0.0
1775658316118894592,14032000,0.0,0.0,0.0,0.0
1775658316318894592,14232000,0.0,0.0,0.0,0.0
1775658316518894592,14432000,0.0,0.0,0.0,0.0
1775658316718894592,14632000,0.0,0.0,0.0,0.0
1775658316918894592,14832000,0.0,0.0,0.0,0.0
1775658317118894592,15032000,0.0,0.0,0.0,0.0
1775658317318894592,15232000,0.0,0.0,0.0,0.0
1775658317518894592,15432000,0.0,0.0,0.0,0.0
1775658317718894592,15632000,0.0,0.0,0.0,0.0
1775658317918894592,15832000,0.0,0.0,0.0,0.0
1775658318118894592,16032000,0.0,0.0,0.0,0.0
1775658318318894592,16232000,0.0,0.0,0.0,0.0
1775658318518894592,16432000,0.0,0.0,0.0,0.0
1775658318718894592,16632000,0.0,0.0,0.0,0.0
1775658318918894592,16832000,0.0,0.0,0.0,0.0
1775658319118894592,17032000,0.0,0.0,0.0,0.0
1775658319318894592,17232000,0.0,0.0,0.0,0.0
1775658319518894592,17432000,0.0,0.0,0.0,0.0
1775658319718894592,17632000,0.0,0.0,0.0,0.0
1775658319918894592,17832000,0.0,0.0,0.0,0.0
1775658320118894592,18032000,0.0,0.0,0.0,0.0
1775658320318894592,18232000,0.0,0.0,0.0,0.0
1775658320518894592,18432000,0.0,0.0,0.0,0.0
1775658320718894592,18632000,0.0,0.0,0.0,0.0
1775658320918894592,18832000,0.0,0.0,0.0,0.0
1775658321118894592,19032000,0.0,0.0,0.0,0.0
1775658321318894592,19232000,0.0,0.0,0.0,0.0
1775658321518894592,19432000,-0.0002573377569206059,-0.00030321613303385675,-3.48069443134591e-05,0.0
1775658321718894592,19632000,-0.0007426755037158728,-0.0011514619691297412,-0.00014938466483727098,0.0
1775658321918894592,19832000,-0.001006388571113348,-0.001942014554515481,-0.0002704183280002326,0.0
1775658322114894592,20028000,-0.0014207967324182391,-0.002640037564560771,-0.0003680379595607519,0.0
1775658322318894592,20232000,-0.002599830273538828,-0.0040386938489973545,-0.00045532122021541,0.0
1775658322518894592,20432000,-0.0036993788089603186,-0.0068500107154250145,-0.0005323445657268167,0.0
1775658322718894592,20632000,-0.004977845121175051,-0.010961625725030899,-0.000647715525701642,0.0
1775658322918894592,20832000,-0.003929298371076584,-0.008173516020178795,-0.0009475539554841816,0.0
1775658323118894592,21032000,-0.0023994778748601675,-0.005634500179439783,-0.0010504077654331923,0.0
1775658323318894592,21232000,-0.002150026150047779,-0.004440661519765854,-0.0010058045154437423,0.0
1775658323518894592,21432000,-0.0017802361398935318,-0.0035951375029981136,-0.0009249701979570091,0.0
1775658323718894592,21632000,-0.0012212154688313603,-0.002827158896252513,-0.0007855135481804609,0.0
1775658323918894592,21832000,-0.0009189622942358255,-0.0023364247754216194,-0.0006244739051908255,0.0
1775658324118894592,22032000,-0.000480861373944208,-0.0019671213813126087,-0.0004542164097074419,0.0
1775658324318894592,22232000,-0.0008413593750447035,-0.0015723039396107197,-0.0003377854300197214,0.0
1775658324518894592,22432000,-0.0005956922541372478,-0.0012259454233571887,-0.0002771606668829918,0.0
1775658324718894592,22632000,-0.0005572426016442478,-0.0009470460354350507,-0.0002235487918369472,0.0
1775658324918894592,22832000,-0.00045080381096340716,-0.0008470583125017583,-0.000184260614332743,0.0
1775658325118894592,23032000,-0.0001241733698407188,-0.0006305891438387334,-0.00014774009468965232,0.0
1775658325318894592,23232000,-0.0001412262354278937,-0.0004141162207815796,-0.00010526110418140888,0.0
1775658325518894592,23432000,-0.00030716220499016345,-0.0003599931369535625,-6.564081559190527e-05,0.0
