received_time_ns,base_mode,custom_mode,system_status
1775928748582699320,209,0,3
1775928749580736047,209,0,3
1775928750580026430,209,0,3
1775928751575913871,209,0,3
1775928752577875080,209,0,3
1775928753583660572,209,0,3
1775928754577145184,209,0,3
1775928755569380150,209,0,3
1775928756565818813,209,0,3
1775928759567482285,81,0,3
1775928759567578251,81,9,3
1775928759589489490,81,9,3
1775928759608036807,81,9,3
