feature,actuator_1,actuator_2,actuator_3,actuator_4
command_roll,-0.22920752871121605,-0.22894369068238873,-0.22875193557742043,-0.22923041258070706
command_pitch,-0.006396715506008798,-0.0063605459755355365,-0.006239527190444697,-0.006583435533914662
command_yaw,0.019753954773914006,0.019674556709362908,0.019783338892977523,0.01951710294965385
command_throttle,-0.42262245096651985,-0.42244948116603753,-0.4224576298131496,-0.4226270991129687
roll,0.4586699635540158,0.46015136491155884,0.4608714743991104,0.4703067099323
pitch,0.12107024824224574,0.10604856598241683,0.12080538644180483,0.08682319104327585
yaw,0.0010870945934729863,0.0010582095447779173,0.001030073570180417,0.0007828976938120719
roll_rate,-0.000346733279318654,-0.0013364367279750612,-0.0009535653554078447,-0.0012682864821099563
pitch_rate,-0.11956971712078814,-0.1281951558425678,-0.1194684808473219,-0.11194699237384673
yaw_rate,0.016365897306279707,0.015250751317058553,0.01590150346251329,0.016603764478199046
position_x,-1.0163838326698951e-10,-1.0104445528427614e-10,-1.0112633672821576e-10,-1.0197268299775408e-10
position_y,0.0,0.0,0.0,0.0
position_z,0.0,0.0,0.0,0.0
velocity_x,-0.013243234770264184,-0.013320177828488435,-0.013093417140244383,-0.013105798049125157
velocity_y,-0.001796765248152686,-0.0018093206412037707,-0.0017624610070668691,-0.0017681976484198374
velocity_z,-1.2133019866917672e-05,-1.4386618957730316e-05,-3.018702950294326e-05,-9.295294315653373e-06
altitude,-2.3366017944930165e-05,-2.2846354603270424e-05,-2.4733682274534773e-05,-2.3171314068353985e-05
vertical_speed,-1.7875088693268673e-05,-1.7675629399259283e-05,-1.8706196750708096e-05,-1.854301546685295e-05
heading,-0.006593333928239204,-0.0066201049920687136,-0.00657120054019048,-0.0066202841423481824
mode_guided_nogps,0.0,0.0,0.0,0.0
mode_stabilize,0.0,0.0,0.0,0.0
clip__command_roll,0.19705191955302048,0.19695141408572098,0.1968941871938551,0.1971469219710405
sq__command_roll,-0.0156474111937319,-0.015425927053343278,-0.015185209335554879,-0.01589504990479118
clip__command_pitch,0.003797201204647612,0.0037655624209043496,0.0036514853063165558,0.00388241772930265
sq__command_pitch,-0.052318219560539926,-0.052116554787869064,-0.05231439220654527,-0.05242062042359201
clip__command_yaw,-0.005181848222294263,-0.005177390038977677,-0.0050629828804405735,-0.005126609943606442
sq__command_yaw,0.14717093926978372,0.14813742847236425,0.14293640986368383,0.14550906342189188
clip__command_throttle,0.0,0.0,0.0,0.0
sq__command_throttle,0.0706643941667396,0.07074457044086403,0.07344416466882837,0.0707031148740794
sq__roll,-0.63024099908997,-0.6237953726057225,-0.5833871290586029,-0.5359807882648241
sq__pitch,2.065194996874124,2.0176200965608664,2.1757997789800516,2.3929642697234272
sq__yaw,8.556463007768072e-07,8.256294641375691e-07,6.514348483478762e-07,4.5966469276272157e-07
sq__roll_rate,-0.011453064750085413,-0.004946502555540187,-0.007103328636992197,-0.005791511172918562
sq__pitch_rate,-0.3198290465751077,-0.3760888427359881,-0.3184154714710307,-0.3271788219605829
sq__yaw_rate,0.0221485104367123,0.021447311257068308,0.021291442288869835,0.021427852825003896
backend_ardupilot__command_roll,0.02627394583425678,0.026057609964762335,0.02614959415875136,0.026297637414425333
backend_ardupilot__command_pitch,0.0037138941023539015,0.0037272819963731795,0.0037166558210756646,0.0037985654568427323
backend_ardupilot__command_yaw,-0.012316971478743947,-0.012266866195917006,-0.012436613667723109,-0.012117651150780718
backend_ardupilot__command_throttle,0.0673186647972613,0.06706995316065237,0.06680213286713876,0.06732643988821026
