received_time_ns,event_type,field_name,previous_value,current_value
1775885420286590846,vehicle_status_events,nav_state,4,2
1775885420286590846,vehicle_status_events,pre_flight_checks_pass,True,False
1775885420403330780,vehicle_status_events,pre_flight_checks_pass,False,True
1775885421742411156,vehicle_status_events,arming_state,1,2
1775885421742411156,vehicle_status_events,nav_state,2,14
1775885432590301250,vehicle_status_events,nav_state,14,2
1775885440705891920,vehicle_status_events,nav_state,2,18
1775885445918927520,vehicle_status_events,arming_state,2,1
1775885445918927520,vehicle_status_events,nav_state,18,2
1775885446614551654,vehicle_status_events,pre_flight_checks_pass,True,False
