feature,future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
command_roll,0.017713379960881792,0.014305687716812203,0.002306303834475003,0.003993680060925945,0.0007288230125055954,-0.015493811680961748
command_pitch,0.022182850255907105,0.01797587942991348,0.0029958605271616376,0.004910037431148152,0.0009383150721868205,-0.01971118114702117
command_yaw,0.04426584276876845,0.035479436950626816,0.005590814533698989,0.00948857519428888,0.0022034752554030736,-0.03903791059887002
command_throttle,-0.09601248468907943,-0.08031828416009482,0.014631782587047516,-0.0217320185299638,-0.002231680001314346,0.07296740660261063
roll,0.8961326301120565,0.007192230681853299,0.16531150177980541,0.029276739756996815,-0.09400944585347426,0.14937536027943105
pitch,-0.09637943922760195,0.8216929868503777,-0.1600289876520628,-0.1440519491728533,0.07820881356246401,-0.13761605861918216
yaw,0.003375016114109734,-0.006638063070884865,0.29727113488709667,0.005521502950247307,0.018332057912262723,0.033340906140634265
roll_rate,-0.012208413328334777,0.0023010864058521673,-0.0029171271146986068,0.496316783926267,-0.12425318467164197,1.0931205910206927
pitch_rate,0.03262009531684786,0.004901188469822329,-0.030408922924655246,0.2795268686105847,0.6318961395631133,-0.6025728899430096
yaw_rate,0.011214062415313582,0.0020808275595475233,-0.007132696058640422,0.09147538520089998,-0.022119153811667243,1.2144265641413856
position_x,0.00412721518575242,0.0014186726113314852,-0.0029535387818226317,0.0015069313797206711,-0.00035665034440222226,0.0376645016823484
position_y,0.0005399227602722942,-0.00011001052864276884,0.013625164394969805,-0.002674183189294413,-0.0029447304907894156,0.01917890648920928
position_z,1.6152042850908295e-05,2.7705617336110894e-05,0.0016535039613521526,0.00018225971203268508,-0.0002787656499383654,0.001715984567886609
velocity_x,0.021139185522793896,0.019553896659746856,-0.07232596857011149,-0.005092790447717254,-0.003682788566726404,-0.025807846191616676
velocity_y,-0.0016450482112778182,0.004918599856746781,-0.018435791115252072,0.020509753582293316,-0.0008004516417052395,0.0007903348248768753
velocity_z,0.00033879049666916906,-0.00010602091627764984,-0.00519052316105777,-0.0014707038812258395,-0.0012727119064926606,0.003403222046068793
altitude,-1.6152042849637166e-05,-2.770561733504138e-05,-0.0016535039613564911,-0.0001822597120327974,0.00027876564993810403,-0.0017159845678874196
vertical_speed,-0.00033879049667175423,0.00010602091628185988,0.005190523161086178,0.0014707038812247128,0.0012727119064847602,-0.003403222046071638
heading,0.0014278903195734476,-0.007025153670331889,0.28908447841995344,0.005862387795448858,0.0169969402699984,0.03277026607701998
mode_offboard_attitude,-0.05346883850977603,-0.04491882704205718,0.010509060155289036,-0.01515363045645661,-0.002370839427365069,0.041580970519185564
mode_posctl,0.05346883850977281,0.04491882704205312,-0.010509060155361625,0.015153630456446951,0.0023708394273684466,-0.041580970519147095
config_profile_px4_real_offboard_attitude_nominal,-0.0534688385097738,-0.044918827042053064,0.010509060155426415,-0.015153630456447449,-0.002370839427368365,0.04158097051914361
config_profile_px4_real_posctl_nominal,0.05346883850977387,0.044918827042053106,-0.01050906015542631,0.015153630456447392,0.0023708394273684263,-0.0415809705191437
clip__command_roll,0.01771337996103271,0.014305687716942732,0.002306303834478944,0.003993680060913498,0.0007288230125104198,-0.01549381168105535
sq__command_roll,0.012949888432471381,-0.00404740783419191,0.005669429884604724,0.034612175485252764,0.02672793050515915,-0.04949209997597874
clip__command_pitch,0.02218285025593354,0.01797587943000372,0.0029958605272850285,0.00491003743112281,0.0009383150721962587,-0.019711181147036426
sq__command_pitch,0.02209361201109758,-0.007934849006478086,0.015571470874738268,0.05779351727615953,0.0450108624966125,-0.08252375326413652
clip__command_yaw,0.04426584276855361,0.03547943695051194,0.005590814533796875,0.00948857519432126,0.002203475255394344,-0.03903791059880729
sq__command_yaw,0.07462506725770422,-0.02302518897177152,0.025650574895487402,0.22405803615889186,0.15916961047406442,-0.37200645959866385
clip__command_throttle,-0.16571837188584518,-0.13150783835023544,-0.08723182336368066,0.04158107461243568,0.02116470261425747,0.07594219096134855
sq__command_throttle,-0.003753119351301502,0.005782802653209613,-0.14911622371789932,0.1083010943446798,0.03584027471907689,-0.06214980340355315
sq__roll,1.2426258112233912,3.214603657917805,-10.129353451081297,-0.7741536707947437,1.3615987439139146,0.726877198784049
sq__pitch,-3.830109273759607,-6.114521449685419,6.317886028270424,4.450643577920949,-1.186541607253277,-1.1435690630982547
sq__yaw,-0.004797690658284439,0.008774904150751989,0.2670963155795038,-0.0002101664355411714,-0.021793930775587743,-0.04294650161782451
sq__roll_rate,0.031843530424627196,-0.02630893978318586,0.08252601637647844,-0.4720629450783348,0.4498902916873109,1.5655628810537656
sq__pitch_rate,-0.17847288831195823,0.07293848215857601,-0.6111895146260449,0.6510949185849239,-0.9909140017534099,-1.114899954556638
sq__yaw_rate,0.0027771915692161764,-0.00040188132952306995,-0.002411483798477911,0.08082836565199109,-0.005171064625937744,0.06243496485122879
backend_px4__command_roll,0.01771337996104412,0.014305687716910544,0.0023063038344359496,0.003993680060924747,0.000728823012505167,-0.015493811681034506
backend_px4__command_pitch,0.02218285025595444,0.017975879429892573,0.0029958605271053814,0.004910037431113751,0.0009383150721938847,-0.01971118114710129
backend_px4__command_yaw,0.0442658427685722,0.03547943695028882,0.005590814533795742,0.009488575194330322,0.0022034752553957643,-0.03903791059875662
backend_px4__command_throttle,-0.09601248468919023,-0.08031828416016829,0.014631782586949662,-0.021732018529947328,-0.0022316800013469492,0.07296740660258672
