received_time_ns,event_type,field_name,previous_value,current_value
1775896414197641126,vehicle_status_events,nav_state,4,2
1775896414197641126,vehicle_status_events,pre_flight_checks_pass,True,False
1775896414301860653,vehicle_status_events,pre_flight_checks_pass,False,True
1775896415520796951,vehicle_status_events,arming_state,1,2
1775896415520796951,vehicle_status_events,nav_state,2,14
1775896427448400742,vehicle_status_events,nav_state,14,2
1775896435551872588,vehicle_status_events,nav_state,2,18
1775896443088196044,vehicle_status_events,arming_state,2,1
1775896443088196044,vehicle_status_events,nav_state,18,2
1775896443821732733,vehicle_status_events,pre_flight_checks_pass,True,False
