received_time_ns,event_type,field_name,previous_value,current_value
1775896414196666553,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896414196666553,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775896415520941140,vehicle_control_mode_events,flag_armed,False,True
1775896415520941140,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775896415520941140,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775896427447403800,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896427447403800,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775896435552219334,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775896435552219334,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775896443088346057,vehicle_control_mode_events,flag_armed,True,False
1775896443088346057,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896443088346057,vehicle_control_mode_events,flag_control_auto_enabled,True,False
