received_time_ns,voltage_battery,current_battery,battery_remaining,drop_rate_comm
1775925750001138003,12587,0,100,0
1775925750053775994,12587,0,100,0
1775925750105590814,12587,0,100,0
1775925750157487810,12587,0,100,0
1775925750209390118,12587,0,100,0
1775925750261395210,12587,0,100,0
1775925750313276430,12587,0,100,0
1775925750365163602,12587,0,100,0
1775925750417166454,12587,0,100,0
1775925750469163994,12587,0,100,0
1775925750522062562,12587,0,100,0
1775925750574756265,12587,0,100,0
1775925750626545069,12587,0,100,0
1775925750627716305,12587,0,100,0
1775925750679217843,12587,0,100,0
1775925750731074359,12587,0,100,0
1775925750782910939,12587,0,100,0
1775925750834844639,12587,0,100,0
1775925750887231653,12587,0,100,0
1775925750939180809,12587,0,100,0
1775925750991657487,12587,0,100,0
1775925751044166485,12587,0,100,0
1775925751096107481,12587,0,100,0
1775925751147974909,12587,0,100,0
1775925751200278754,12587,0,100,0
1775925751252787305,12587,0,100,0
1775925751304915885,12587,0,100,0
1775925751358289271,12587,0,100,0
1775925751410195803,12587,0,100,0
1775925751462485792,12587,0,100,0
1775925751514330756,12587,0,100,0
1775925751566104775,12587,0,100,0
1775925751617969899,12587,0,100,0
1775925751670079215,12587,0,100,0
1775925751722471509,12587,0,100,0
1775925751774720954,12587,0,100,0
1775925751776788802,12587,0,100,0
1775925751829395753,12587,0,100,0
1775925751882104848,12587,0,100,0
1775925751934843319,12587,41,99,0
1775925751988604386,12587,41,99,0
1775925752040894631,12587,141,99,0
1775925752092864331,12587,141,99,0
1775925752144906479,12587,332,99,0
1775925752196990708,12587,332,99,0
1775925752248951864,12587,681,99,0
1775925752301106844,12587,681,99,0
1775925752362561092,12587,1055,99,0
1775925752414564200,12587,1055,99,0
1775925752466653965,12587,1487,99,0
1775925752519079379,12587,1487,99,0
1775925752571503192,12587,1985,99,0
1775925752623901438,12587,1985,99,0
1775925752675802562,12587,2567,99,0
1775925752677919306,12587,2567,99,0
1775925752729557164,12587,3140,99,0
1775925752781926386,12587,3140,99,0
1775925752835616413,12587,3414,99,0
1775925752888591332,12587,3414,99,0
1775925752940751529,12587,3680,99,0
1775925752993260399,12587,3680,99,0
1775925753045420148,12587,3971,99,0
1775925753097789881,12587,3971,99,0
1775925753149956798,12587,4254,99,0
1775925753202729637,12587,4254,99,0
1775925753254926858,12587,3423,99,0
1775925753307107918,12587,3423,99,0
1775925753359562772,12587,2426,99,0
1775925753411440344,12587,2426,99,0
1775925753463357948,12587,2334,99,0
1775925753515447936,12587,2334,99,0
1775925753568244231,12587,2633,99,0
1775925753621079918,12587,2633,99,0
1775925753673130770,12587,2874,99,0
1775925753725455736,12587,2874,99,0
1775925753727034046,12587,2949,99,0
1775925753778915105,12587,2949,99,0
1775925753831501992,12587,2908,99,0
1775925753883451915,12587,2908,99,0
1775925753935376015,12587,2841,99,0
1775925753987436403,12587,2841,99,0
1775925754040274939,12587,2791,99,0
1775925754092697184,12587,2791,99,0
1775925754144587076,12587,2775,99,0
1775925754196533895,12587,2775,99,0
1775925754248730028,12587,2775,99,0
1775925754302366006,12587,2775,99,0
1775925754354982301,12587,2783,99,0
1775925754407853828,12587,2783,99,0
1775925754460140169,12587,2791,99,0
1775925754512010028,12587,2791,99,0
1775925754563991792,12587,2816,99,0
1775925754616059156,12587,2816,99,0
1775925754668843163,12587,2833,99,0
1775925754722914631,12587,2833,99,0
1775925754775297100,12587,2858,99,0
1775925754776627121,12587,2858,99,0
1775925754828446549,12587,2874,99,0
1775925754880407481,12587,2874,99,0
