future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
0.002748110256209031,0.00011129426080248256,-0.008781610509608129,-0.0038385144556616953,0.0002152538634022681,-0.005515368502437808
