received_time_ns,timestamp,timestamp_sample,x,y,z,vx,vy,vz,heading,dist_bottom,dist_bottom_valid,xy_valid,z_valid,v_xy_valid,v_z_valid
1775652565545535138,1775652565380435,1775652565380435,-0.059544432908296585,0.15045258402824402,-0.21311815083026886,0.02936207689344883,0.007225128822028637,0.022607063874602318,1.564984917640686,0.10221905261278152,True,True,True,True,True
1775652565554654773,1775652565388435,1775652565388435,-0.059412721544504166,0.15059126913547516,-0.2135249525308609,0.029360493645071983,0.007332130800932646,0.022428005933761597,1.565003752708435,0.0802726298570633,True,True,True,True,True
1775652565569493184,1775652565396435,1775652565396435,-0.05927754566073418,0.1507304608821869,-0.21392709016799927,0.029366156086325645,0.007446203846484423,0.022247586399316788,1.565017580986023,0.0805077850818634,True,True,True,True,True
1775652565574681816,1775652565404435,1775652565404435,-0.05913893133401871,0.15086999535560608,-0.21431395411491394,0.029367264360189438,0.007543622516095638,0.022057224065065384,1.5650296211242676,0.08106392621994019,True,True,True,True,True
1775652565587495814,1775652565420435,1775652565420435,-0.05883654206991196,0.15111136436462402,-0.21504342555999756,0.02941954880952835,0.007708275690674782,0.021754339337348938,1.5650756359100342,0.08213028311729431,True,True,True,True,True
1775652565596074073,1775652565428435,1775652565428435,-0.058680273592472076,0.15123224258422852,-0.21538661420345306,0.029443815350532532,0.007767918519675732,0.021604852750897408,1.5651081800460815,0.08264081180095673,True,True,True,True,True
1775652565610482724,1775652565436435,1775652565436435,-0.058520667254924774,0.15135309100151062,-0.2157161831855774,0.02947842888534069,0.0078433221206069,0.021452654153108597,1.5651406049728394,0.08313703536987305,True,True,True,True,True
1775652565615632765,1775652565444435,1775652565444435,-0.05835763365030289,0.15147389471530914,-0.2160436511039734,0.02954539842903614,0.007920267060399055,0.021297840401530266,1.5651735067367554,0.08328554034233093,True,True,True,True,True
1775652565627776779,1775652565460435,1775652565460435,-0.05802115797996521,0.1517149955034256,-0.21665996313095093,0.029648302122950554,0.008060758002102375,0.021012837067246437,1.565233826637268,0.08423084020614624,True,True,True,True,True
1775652565635861056,1775652565468435,1775652565468435,-0.05784791707992554,0.151835098862648,-0.2169494479894638,0.029708968475461006,0.008119604550302029,0.02088763751089573,1.565263271331787,0.0846838504076004,True,True,True,True,True
