publish_time_ns,elapsed_s,profile_value,roll_body,pitch_body,yaw_body,thrust_z,command_roll,command_pitch,command_yaw,command_throttle,phase
1775658759899165345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warmup_position
1775658759949082738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warmup_position
1775658759999390188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warmup_position
1775658760049429537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warmup_position
1775658760099448892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warmup_position
1775658760149157252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warmup_position
1775658760199234584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warmup_position
1775658760249791686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warmup_position
1775658760299226325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warmup_position
1775658760349848794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warmup_position
1775658760399075239,0.049226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff_position_hold
1775658760449306372,0.099458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff_position_hold
1775658760499338654,0.14949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff_position_hold
1775658760549459787,0.199611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff_position_hold
1775658760599227850,0.249379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff_position_hold
1775658760649190926,0.299342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff_position_hold
1775658760699161424,0.349313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff_position_hold
1775658760749438503,0.39959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff_position_hold
1775658760800703983,0.450855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff_position_hold
1775658760849580783,0.499732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff_position_hold
1775658760899254940,0.549406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff_position_hold
1775658760950130076,0.600281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff_position_hold
1775658761001796716,0.651948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff_position_hold
