received_time_ns,event_type,field_name,previous_value,current_value
1775658759971066359,vehicle_status_events,nav_state,4,2
1775658759971066359,vehicle_status_events,pre_flight_checks_pass,True,False
1775658760080791504,vehicle_status_events,pre_flight_checks_pass,False,True
1775658760361900666,vehicle_status_events,arming_state,1,2
1775658760361900666,vehicle_status_events,nav_state,2,14
1775658770070707674,vehicle_status_events,nav_state,14,2
1775658778123461863,vehicle_status_events,nav_state,2,18
1775658783936209993,vehicle_status_events,arming_state,2,1
1775658783936209993,vehicle_status_events,nav_state,18,2
1775658784599187435,vehicle_status_events,pre_flight_checks_pass,True,False
