received_time_ns,event_type,field_name,previous_value,current_value
1775658759971350606,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775658759971350606,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775658760362178674,vehicle_control_mode_events,flag_armed,False,True
1775658760362178674,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775658760362178674,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775658770071003505,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775658770071003505,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775658778121159293,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775658778121159293,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775658783934596479,vehicle_control_mode_events,flag_armed,True,False
1775658783934596479,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775658783934596479,vehicle_control_mode_events,flag_control_auto_enabled,True,False
