roll__h1,pitch__h1,yaw__h1,roll_rate__h1,pitch_rate__h1,yaw_rate__h1,roll__h2,pitch__h2,yaw__h2,roll_rate__h2,pitch_rate__h2,yaw_rate__h2
0.0010939883136918994,3.018281249610275e-06,-0.004907032849816972,-0.0014203287334810123,0.00016297158323616583,-0.001603454366634829,0.002711313344520587,0.00010586029530371496,-0.007779462905060264,-0.003951014143722081,0.00016508016291156503,-0.005524332903127142
