feature,future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
command_roll,-7.162956222332964e-16,-1.4116558292437368e-16,8.916732630410636e-18,1.2827033083219338e-14,4.721127950805557e-15,3.031181311182763e-15
command_pitch,1.0540808010331909e-15,2.7208682030363225e-16,-7.869316080359511e-17,-1.8275478217136718e-14,-6.599579798043698e-15,-3.9857360530775624e-15
command_yaw,-1.2389409427435748e-15,-2.576297960184298e-16,-8.661528084366024e-17,2.3137752798291277e-14,6.3017513406333654e-15,4.296594196352066e-15
command_throttle,-3.2632231926304078e-15,-4.645635505924309e-16,-1.025014132552709e-16,6.163003145019937e-14,1.8908249097403712e-14,1.5354139790822924e-14
roll,0.2287034920715205,5.0637100015414626e-17,6.833961638540737e-18,0.0009003577152483804,-0.0004961909434245338,-0.00014159315981434196
pitch,-0.006900380710659897,0.15000000000000033,-27.029441624365457,0.00044304707328512603,-0.00018372511500748794,-1.130854417784578e-05
yaw,1.0552314611468277e-05,-2.3122934194611137e-05,0.08749999999999934,-3.4086406153896067e-07,2.5231677737713833e-07,9.95082354743518e-08
roll_rate,0.9139211933871962,-1.0969488672998591e-17,3.310982954593971e-18,0.15912675921776231,0.027881577363312423,-0.006101054509732193
pitch_rate,-1.1247987880006485,-5.014452047632484e-18,-4.044168799463841e-18,0.06096111532604698,0.22210212222155581,-0.004352705645150188
yaw_rate,-1.8149631809956204,-8.413628803706093e-17,3.584561429643568e-17,-0.0749684261290845,-0.02315450867621256,0.2025676264892027
position_x,-5.845185145986023e-18,-2.4931755419297617e-18,5.4124670544589134e-18,-2.1490450386913857e-17,-2.1765305568601565e-17,-8.821798706765921e-17
position_y,-1.3857444518462693e-18,-5.910682777806751e-19,1.28315730845207e-18,-5.094827035199519e-18,-5.159995890392117e-18,-2.0914226230177707e-17
position_z,0.03485165735718551,0.03136942675159235,-33.91592356687897,0.0012315610411820098,0.0005956333913620914,0.0009061170231764451
velocity_x,-5.692262322524873e-17,-7.830063273142527e-18,-4.485717678796151e-18,8.406929073329895e-16,2.57028707103656e-16,1.644957728489395e-16
velocity_y,-1.7522815702648566e-15,1.2543904661806957e-17,-1.2287565839855707e-17,-9.297645970442324e-16,-2.4404349321027856e-16,-1.7689564380549732e-16
velocity_z,-6.552447465997614e-16,7.565308199572002e-19,6.553546768152195e-19,-2.9478390199237305e-17,-1.7494310143079563e-17,-4.447149031418571e-18
altitude,0.009207950276174362,-0.03136942675159232,33.915923566878945,-0.0005390628887589525,0.000253130675880768,3.283494597028361e-05
vertical_speed,-6.039823361132345e-16,-4.2777890079327684e-19,-1.5924419650471487e-18,1.535208823144864e-17,-4.130438750154817e-18,-1.2860973279579488e-17
heading,2.9707757326102754e-06,-2.3122934194730914e-05,0.08750000000000002,-4.5964350962914704e-07,1.0942144722053712e-07,-5.969545359598547e-08
command_roll__lag_1,2.1096913606234572e-15,4.3808933012515205e-16,-2.429070377629135e-16,-3.628754072805833e-14,-1.2474284303352704e-14,-7.761144561714853e-15
command_pitch__lag_1,-4.598479816022411e-15,-9.360260756387261e-16,4.11343706914362e-16,8.014342442688863e-14,2.5359884470440256e-14,1.6014367549618122e-14
command_yaw__lag_1,6.402131407839834e-15,1.2064210514130106e-15,-4.906321768834089e-17,-1.1402306886908872e-13,-3.3628865285711744e-14,-2.1184145330413563e-14
command_throttle__lag_1,7.381517456973334e-15,1.521116498082903e-15,-2.3719517393647066e-16,-1.3333211348657076e-13,-4.098079194181274e-14,-2.5463964759393803e-14
roll__lag_1,0.22870349207152252,7.571550941797849e-17,4.51308362012047e-17,0.0009003577152468211,-0.000496190943423818,-0.00014159315981628257
pitch__lag_1,-0.003037702008552083,0.1499999999999998,-27.029441624365454,0.0004967560017751882,-0.00011978476180735174,6.495786802421024e-05
