received_time_ns,event_type,field_name,previous_value,current_value
1775898695082174838,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775898695082174838,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775898696350630497,vehicle_control_mode_events,flag_armed,False,True
1775898696350630497,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775898696350630497,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775898706261578083,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775898706261578083,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775898714331240777,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775898714331240777,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775898714354768663,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775898714354768663,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775898725084546291,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775898725084546291,vehicle_control_mode_events,flag_control_auto_enabled,False,True
