received_time_ns,event_type,field_name,previous_value,current_value
1775898695084002777,vehicle_status_events,nav_state,4,2
1775898695084002777,vehicle_status_events,pre_flight_checks_pass,True,False
1775898695197266845,vehicle_status_events,pre_flight_checks_pass,False,True
1775898696354381702,vehicle_status_events,arming_state,1,2
1775898696354381702,vehicle_status_events,nav_state,2,14
1775898706261373478,vehicle_status_events,nav_state,14,2
1775898714333014509,vehicle_status_events,nav_state,2,18
1775898714355877349,vehicle_status_events,nav_state,18,2
1775898725063845080,vehicle_status_events,pre_flight_checks_pass,True,False
1775898725084311446,vehicle_status_events,nav_state,2,4
1775898725084311446,vehicle_status_events,failsafe,False,True
1775898725084311446,vehicle_status_events,pre_flight_checks_pass,False,True
