received_time_ns,base_mode,custom_mode,system_status
1775929055602714167,209,20,3
1775929056646574698,209,20,4
1775929057640195504,209,20,4
1775929058632324156,209,20,4
1775929059625951255,209,20,4
1775929060628250300,209,20,4
1775929061641352387,209,20,4
1775929062607195266,209,20,4
1775929063619421903,209,20,4
1775929066623352312,209,20,4
1775929066623546068,209,9,4
1775929066643515747,209,9,4
1775929066662712191,209,9,4
