received_time_ns,voltage_battery,current_battery,battery_remaining,drop_rate_comm
1775929054653942820,12587,0,100,0
1775929054706812875,12587,0,100,0
1775929054758842529,12587,0,100,0
1775929054811565226,12587,0,100,0
1775929054864515439,12587,0,100,0
1775929054917273336,12587,0,100,0
1775929054969633256,12587,0,100,0
1775929055021806012,12587,0,100,0
1775929055024694406,12587,0,100,0
1775929055078242337,12587,0,100,0
1775929055130566834,12587,0,100,0
1775929055184096685,12587,0,100,0
1775929055235983558,12587,0,100,0
1775929055287874144,12587,0,100,0
1775929055339676219,12587,0,100,0
1775929055391904110,12587,0,100,0
1775929055443883430,12587,0,100,0
1775929055495887677,12587,0,100,0
1775929055548278413,12587,0,100,0
1775929055601278834,12587,0,100,0
1775929055653486437,12587,0,100,0
1775929055705381727,12587,0,100,0
1775929055758153736,12587,0,100,0
1775929055810010562,12587,0,100,0
1775929055862785675,12587,0,100,0
1775929055914773762,12587,0,100,0
1775929055967589067,12587,0,100,0
1775929056019627009,12587,0,100,0
1775929056071629593,12587,0,100,0
1775929056124442818,12587,0,100,0
1775929056125671627,12587,0,100,0
1775929056177257547,12587,0,100,0
1775929056229794969,12587,0,100,0
1775929056281945102,12587,0,100,0
1775929056334017029,12587,0,100,0
1775929056385910207,12587,0,100,0
1775929056438205777,12587,0,100,0
1775929056490345126,12587,0,100,0
1775929056542475900,12587,0,100,0
1775929056594897484,12587,58,99,0
1775929056646796966,12587,58,99,0
1775929056698675200,12587,91,99,0
1775929056751046289,12587,91,99,0
1775929056803045417,12587,348,99,0
1775929056855287933,12587,348,99,0
1775929056907393907,12587,697,99,0
1775929056960145437,12587,697,99,0
1775929057012234867,12587,1071,99,0
1775929057065331159,12587,1071,99,0
1775929057117609610,12587,1503,99,0
1775929057169666082,12587,1503,99,0
1775929057221871095,12587,2010,99,0
1775929057223151039,12587,2010,99,0
1775929057274587746,12587,2592,99,0
1775929057326338271,12587,2592,99,0
1775929057378374071,12587,3157,99,0
1775929057431026467,12587,3157,99,0
1775929057483433076,12587,3414,99,0
1775929057535854245,12587,3414,99,0
1775929057588539441,12587,3672,99,0
1775929057640403340,12587,3672,99,0
1775929057692706207,12587,3955,99,0
1775929057744625977,12587,3955,99,0
1775929057796794446,12587,4245,99,0
1775929057849169184,12587,4245,99,0
1775929057901017755,12587,3431,99,0
1775929057952952021,12587,3431,99,0
1775929058005100554,12587,2434,99,0
1775929058057500316,12587,2434,99,0
1775929058109498165,12587,2359,99,0
1775929058162033636,12587,2359,99,0
1775929058214019390,12587,2642,99,0
1775929058266124917,12587,2642,99,0
1775929058318019856,12587,2891,99,0
1775929058369916971,12587,2891,99,0
1775929058422217374,12587,2949,99,0
1775929058474496370,12587,2949,99,0
1775929058475748859,12587,2908,99,0
