received_time_ns,timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
1775884985044267008,2756000,0.0,0.0,0.0,0.0
1775884985048267008,2760000,0.0,0.0,0.0,0.0
1775884985244267008,2956000,0.0,0.0,0.0,0.0
1775884985444267008,3156000,0.0,0.0,0.0,0.0
1775884985644267008,3356000,0.0,0.0,0.0,0.0
1775884985844267008,3556000,0.0,0.0,0.0,0.0
1775884986044267008,3756000,0.0,0.0,0.0,0.0
1775884986244267008,3956000,0.0,0.0,0.0,0.0
1775884986444267008,4156000,0.0,0.0,0.0,0.0
1775884986640267008,4352000,0.0,0.0,0.0,0.0
1775884986844267008,4556000,0.0,0.0,0.0,0.0
1775884987044267008,4756000,0.0,0.0,0.0,0.0
1775884987244267008,4956000,0.0,0.0,0.0,0.0
1775884987444267008,5156000,0.0,0.0,0.0,0.0
1775884987644267008,5356000,0.0,0.0,0.0,0.0
1775884987848267008,5560000,0.0,0.0,0.0,0.0
1775884988044267008,5756000,0.0,0.0,0.0,0.0
1775884988244267008,5956000,0.0,0.0,0.0,0.0
1775884988444267008,6156000,0.0,0.0,0.0,0.0
1775884988644267008,6356000,0.0,0.0,0.0,0.0
1775884988844267008,6556000,0.0,0.0,0.0,0.0
1775884989044267008,6756000,0.0,0.0,0.0,0.0
1775884989244267008,6956000,0.0,0.0,0.0,0.0
1775884989444267008,7156000,0.0,0.0,0.0,0.0
1775884989644267008,7356000,0.0,0.0,0.0,0.0
1775884989844267008,7556000,0.0,0.0,0.0,0.0
1775884990044267008,7756000,0.0,0.0,0.0,0.0
1775884990244267008,7956000,0.0,0.0,0.0,0.0
1775884990444267008,8156000,0.0,0.0,0.0,0.0
1775884990644267008,8356000,0.0,0.0,0.0,0.0
1775884990844267008,8556000,0.0,0.0,0.0,0.0
1775884991036267008,8748000,0.0,0.0,0.0,0.0
1775884991244267008,8956000,0.0,0.0,0.0,0.0
1775884991444267008,9156000,0.0,0.0,0.0,0.0
1775884991652267008,9364000,0.0,0.0,0.0,0.0
1775884991844267008,9556000,0.0,0.0,0.0,0.0
1775884992040267008,9752000,0.0,0.0,0.0,0.0
1775884992244267008,9956000,0.0,0.0,0.0,0.0
1775884992444267008,10156000,0.0,0.0,0.0,0.0
1775884992644267008,10356000,0.0,0.0,0.0,0.0
1775884992844267008,10556000,0.0,0.0,0.0,0.0
1775884993048267008,10760000,0.0,0.0,0.0,0.0
1775884993248267008,10960000,0.0,0.0,0.0,0.0
1775884993444267008,11156000,0.0,0.0,0.0,0.0
1775884993644267008,11356000,0.0,0.0,0.0,0.0
1775884993840267008,11552000,0.0,0.0,0.0,0.0
1775884994044267008,11756000,0.0,0.0,0.0,0.0
1775884994244267008,11956000,0.0,0.0,0.0,0.0
1775884994444267008,12156000,0.0,0.0,0.0,0.0
1775884994648267008,12360000,0.0,0.0,0.0,0.0
1775884994856267008,12568000,0.0,0.0,0.0,0.0
1775884995044267008,12756000,0.0,0.0,0.0,0.0
1775884995244267008,12956000,0.0,0.0,0.0,0.0
1775884995444267008,13156000,0.0,0.0,0.0,0.0
1775884995644267008,13356000,0.0,0.0,0.0,0.0
1775884995844267008,13556000,0.0,0.0,0.0,0.0
1775884996044267008,13756000,0.0,0.0,0.0,0.0
1775884996244267008,13956000,0.0,0.0,0.0,0.0
1775884996444267008,14156000,0.0,0.0,0.0,0.0
1775884996644267008,14356000,0.0,0.0,0.0,0.0
1775884996840267008,14552000,0.0,0.0,0.0,0.0
1775884997044267008,14756000,0.0,0.0,0.0,0.0
1775884997244267008,14956000,0.0,0.0,0.0,0.0
1775884997444267008,15156000,0.0,0.0,0.0,0.0
1775884997644267008,15356000,0.0,0.0,0.0,0.0
1775884997844267008,15556000,0.0,0.0,0.0,0.0
1775884998040267008,15752000,0.0,0.0,0.0,0.0
1775884998244267008,15956000,0.0,0.0,0.0,0.0
1775884998440267008,16152000,0.0,0.0,0.0,0.0
1775884998648267008,16360000,0.0,0.0,0.0,0.0
1775884998852267008,16564000,0.0,0.0,0.0,0.0
1775884999048267008,16760000,0.0,0.0,0.0,0.0
1775884999244267008,16956000,0.0,0.0,0.0,0.0
1775884999444267008,17156000,0.0,0.0,0.0,0.0
1775884999640267008,17352000,0.0,0.0,0.0,0.0
1775884999844267008,17556000,0.0,0.0,0.0,0.0
1775885000044267008,17756000,0.0,0.0,0.0,0.0
1775885000244267008,17956000,0.0,0.0,0.0,0.0
1775885000444267008,18156000,0.0,0.0,0.0,0.0
1775885000644267008,18356000,0.0,0.0,0.0,0.0
1775885000844267008,18556000,0.0,0.0,0.0,0.0
1775885001044267008,18756000,0.0,0.0,0.0,0.0
1775885001244267008,18956000,0.0,0.0,0.0,0.0
1775885001440267008,19152000,0.0,0.0,0.0,0.0
1775885001644267008,19356000,-0.00023494320339523256,0.0020315845031291246,9.579431207384914e-05,0.0
1775885001844267008,19556000,-0.0015766564756631851,0.004999615252017975,0.0002216559660155326,0.0
1775885002044267008,19756000,-0.003928796388208866,0.00803259015083313,0.00037240274832583964,0.0
1775885002244267008,19956000,-0.0069139134138822556,0.010493936017155647,0.00053780572488904,0.0
1775885002440267008,20152000,-0.009179217740893364,0.012175452895462513,0.0007093882886692882,0.0
1775885002644267008,20356000,-0.010080370120704174,0.013194612227380276,0.0008904680726118386,0.0
1775885002844267008,20556000,-0.009565267711877823,0.012737027369439602,0.001105829025618732,0.0
1775885003048267008,20760000,-0.006657566875219345,0.009041479788720608,0.0012756574433296919,0.0
1775885003244267008,20956000,-0.0049720648676157,0.0067877923138439655,0.001264648512005806,0.0
1775885003448267008,21160000,-0.00449540838599205,0.005218339152634144,0.001159730483777821,0.0
