roll__h1,pitch__h1,yaw__h1,roll_rate__h1,pitch_rate__h1,yaw_rate__h1,roll__h2,pitch__h2,yaw__h2,roll_rate__h2,pitch_rate__h2,yaw_rate__h2
0.024670090525506345,-8.290683153940742e-06,0.003977862554137346,-0.0005640414569566543,1.5009366514287525e-05,0.003075146619552993,0.024670090525506345,-8.290683153940742e-06,0.003977862554137346,-0.0005640414569566543,1.5009366514287525e-05,0.003075146619552993
