received_time_ns,event_type,field_name,previous_value,current_value
1775653349432143975,vehicle_status_events,nav_state,4,2
1775653349432143975,vehicle_status_events,pre_flight_checks_pass,True,False
1775653349543402117,vehicle_status_events,pre_flight_checks_pass,False,True
1775653349777211669,vehicle_status_events,arming_state,1,2
1775653349777211669,vehicle_status_events,nav_state,2,14
1775653355786192804,vehicle_status_events,nav_state,14,4
1775653355786192804,vehicle_status_events,failsafe,False,True
1775653358879160309,vehicle_status_events,nav_state,4,5
1775653361780193166,vehicle_status_events,nav_state,5,18
1775653361780193166,vehicle_status_events,failsafe,True,False
1775653364771579342,vehicle_status_events,arming_state,2,1
1775653364771579342,vehicle_status_events,nav_state,18,14
1775653364771579342,vehicle_status_events,pre_flight_checks_pass,True,False
