future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
0.6569911967944516,5.609054774823041e-05,371.22626364926487,-13.332459411238696,-2.6918268891783086,40.916993235275235
