received_time_ns,voltage_battery,current_battery,battery_remaining,drop_rate_comm
1775928508842795244,12587,0,100,0
1775928508894816146,12587,0,100,0
1775928508946937109,12587,0,100,0
1775928508999766402,12587,0,100,0
1775928509051599087,12587,0,100,0
1775928509103957068,12587,0,100,0
1775928509156335433,12587,0,100,0
1775928509208343857,12587,0,100,0
1775928509261071235,12587,0,100,0
1775928509313171976,12587,0,100,0
1775928509366744322,12587,0,100,0
1775928509418870150,12587,0,100,0
1775928509470948652,12587,0,100,0
1775928509523379399,12587,0,100,0
1775928509524618818,12587,0,100,0
1775928509626759625,12587,0,100,0
1775928509627988805,12587,0,100,0
1775928509679677302,12587,0,100,0
1775928509731746204,12587,0,100,0
1775928509784138008,12587,0,100,0
1775928509836249244,12587,0,100,0
1775928509888379553,12587,0,100,0
1775928509940273708,12587,0,100,0
1775928509992055994,12587,0,100,0
1775928510044172960,12587,0,100,0
1775928510096647131,12587,0,100,0
1775928510148672868,12587,0,100,0
1775928510200907975,12587,0,100,0
1775928510253122730,12587,0,100,0
1775928510305433610,12587,0,100,0
1775928510364931896,12587,0,100,0
1775928510431401784,12587,0,100,0
1775928510433149157,12587,0,100,0
1775928510485126447,12587,0,100,0
1775928510537096058,12587,0,100,0
1775928510589518455,12587,0,100,0
1775928510641350021,12587,0,100,0
1775928510693222931,12587,0,100,0
1775928510745540883,12587,0,100,0
1775928510798175818,12587,0,100,0
1775928510850599815,12587,0,100,0
1775928510902581713,12587,0,100,0
1775928510954863762,12587,0,100,0
1775928511006956025,12587,0,100,0
1775928511059447798,12587,0,100,0
1775928511111438241,12587,0,100,0
1775928511163417293,12587,0,100,0
1775928511215641682,12587,0,100,0
1775928511274600401,12587,0,100,0
1775928511276327678,12587,0,100,0
1775928511330785153,12587,0,100,0
1775928511383678258,12587,0,100,0
1775928511435793466,12587,0,100,0
1775928511487669545,12587,0,100,0
1775928511539591959,12587,0,100,0
1775928511591822299,12587,0,100,0
1775928511645676720,12587,0,100,0
1775928511697946195,12587,0,100,0
1775928511749944734,12587,0,100,0
1775928511802840463,12587,0,100,0
1775928511855142770,12587,0,100,0
1775928511907812521,12587,0,100,0
1775928511959875315,12587,0,100,0
1775928512013290773,12587,0,100,0
1775928512066686745,12587,0,100,0
1775928512119592587,12587,0,100,0
1775928512171959597,12587,0,100,0
1775928512223919419,12587,0,100,0
1775928512225727718,12587,0,100,0
1775928512277508441,12587,0,100,0
1775928512330200978,12587,0,100,0
1775928512384397278,12587,0,100,0
1775928512437669254,12587,0,100,0
1775928512489888205,12587,0,100,0
1775928512541713182,12587,0,100,0
1775928512594041922,12587,0,100,0
1775928512645908434,12587,0,100,0
1775928512697867201,12587,0,100,0
1775928512750314112,12587,0,100,0
1775928512802391179,12587,0,100,0
1775928512855133122,12587,0,100,0
1775928512907033778,12587,0,100,0
1775928512958980288,12587,0,100,0
1775928513011049067,12587,0,100,0
1775928513063657352,12587,0,100,0
1775928513115877424,12587,0,100,0
1775928513168066873,12587,0,100,0
1775928513220351967,12587,0,100,0
1775928513272302863,12587,0,100,0
1775928513283373003,12587,0,100,0
1775928513335318651,12587,0,100,0
1775928513387349961,12587,0,100,0
1775928513440622418,12587,0,100,0
1775928513492835451,12587,0,100,0
1775928513545599315,12587,0,100,0
1775928513598479783,12587,0,100,0
1775928513651226496,12587,0,100,0
1775928513703073587,12587,0,100,0
1775928513755058882,12587,0,100,0
1775928513807069136,12587,0,100,0
1775928513859584816,12587,0,100,0
1775928513912674814,12587,0,100,0
1775928513964774154,12587,0,100,0
1775928514017060849,12587,0,100,0
1775928514069833706,12587,0,100,0
1775928514122072627,12587,0,100,0
1775928514174066404,12587,0,100,0
1775928514175934413,12587,0,100,0
1775928514227485226,12587,0,100,0
1775928514279782898,12587,0,100,0
1775928514332719047,12587,0,100,0
1775928514384922065,12587,0,100,0
1775928514437023838,12587,0,100,0
1775928514488865075,12587,0,100,0
1775928514540733319,12587,0,100,0
1775928514592572636,12587,0,100,0
1775928514644868387,12587,0,100,0
1775928514697490657,12587,0,100,0
1775928514749670252,12587,0,100,0
1775928514801740346,12587,0,100,0
1775928514854148127,12587,0,100,0
1775928514906482213,12587,0,100,0
1775928514958736718,12587,0,100,0
1775928515010870138,12587,0,100,0
1775928515063453691,12587,0,100,0
1775928515115723333,12587,0,100,0
1775928515168239336,12587,0,100,0
1775928515220555056,12587,0,100,0
1775928515272782171,12587,0,100,0
1775928515274105941,12587,0,100,0
1775928515326087623,12587,0,100,0
1775928515378085177,12587,0,100,0
1775928515430332612,12587,0,100,0
1775928515483475348,12587,0,100,0
1775928515536021558,12587,0,100,0
1775928515588000264,12587,0,100,0
1775928515640171669,12587,0,100,0
1775928515692016204,12587,0,100,0
1775928515743949727,12587,0,100,0
1775928515795996688,12587,0,100,0
1775928515848069727,12587,0,100,0
1775928515900899065,12587,0,100,0
1775928515953539224,12587,0,100,0
1775928516005534890,12587,0,100,0
1775928516058285096,12587,0,100,0
1775928516110441303,12587,0,100,0
1775928516162950875,12587,0,100,0
1775928516215434465,12587,0,100,0
1775928516268340794,12587,0,100,0
1775928516320449098,12587,0,100,0
1775928516372485884,12587,0,100,0
1775928516424904196,12587,0,100,0
1775928516426265084,12587,0,100,0
1775928516477963992,12587,0,100,0
1775928516529824080,12587,0,100,0
1775928516581838915,12587,0,100,0
1775928516634683358,12587,0,100,0
1775928516687131972,12587,0,100,0
1775928516739107448,12587,0,100,0
1775928516791034126,12587,0,100,0
1775928516843068768,12587,0,100,0
1775928516895991609,12587,0,100,0
1775928516947915758,12587,0,100,0
1775928516999999199,12587,0,100,0
1775928517052280556,12587,0,100,0
1775928517104208835,12587,0,100,0
1775928517156659755,12587,0,100,0
1775928517208744894,12587,0,100,0
1775928517260740275,12587,0,100,0
1775928517312775911,12587,0,100,0
1775928517364971703,12587,0,100,0
1775928517417188614,12587,0,100,0
1775928517469117853,12587,0,100,0
1775928517521161041,12587,0,100,0
1775928517573024586,12587,0,100,0
1775928517625291863,12587,0,100,0
1775928517626619472,12587,0,100,0
1775928517678917885,12587,0,100,0
1775928517731989619,12587,0,100,0
1775928517784445338,12587,0,100,0
1775928517837372628,12587,0,100,0
1775928517889956185,12587,0,100,0
1775928517941855825,12587,0,100,0
1775928517993933635,12587,0,100,0
1775928518046117333,12587,0,100,0
1775928518099366663,12587,0,100,0
1775928518151368894,12587,0,100,0
1775928518203722186,12587,0,100,0
1775928518255553062,12587,0,100,0
1775928518307367010,12587,0,100,0
1775928518359473942,12587,0,100,0
1775928518411348272,12587,0,100,0
1775928518463204363,12587,0,100,0
1775928518515099429,12587,0,100,0
1775928518566942528,12587,0,100,0
1775928518619248558,12587,0,100,0
1775928518671228645,12587,0,100,0
1775928518723440790,12587,0,100,0
1775928518775416141,12587,0,100,0
1775928518777318966,12587,0,100,0
1775928520831056435,12587,0,100,0
1775928520832378989,12587,0,100,0
1775928520833910977,12587,0,100,0
1775928520835552049,12587,0,100,0
1775928520836964008,12587,0,100,0
1775928520838229635,12587,0,100,0
1775928520839462047,12587,0,100,0
1775928520840790361,12587,0,100,0
1775928520841787356,12587,0,100,0
1775928520842720865,12587,0,100,0
1775928520843647654,12587,0,100,0
1775928520844546444,12587,0,100,0
1775928520845420818,12587,0,100,0
1775928520846408310,12587,0,100,0
1775928520847267165,12587,0,100,0
1775928520848121284,12587,0,100,0
1775928520848962795,12587,0,100,0
1775928520849917488,12587,0,100,0
1775928520850815030,12587,0,100,0
1775928520851687836,12587,0,100,0
1775928520852595106,12587,0,100,0
1775928520853601541,12587,0,100,0
1775928520854605064,12587,0,100,0
1775928520855468911,12587,0,100,0
1775928520856326134,12587,0,100,0
1775928520857173821,12587,0,100,0
1775928520858042756,12587,0,100,0
1775928520858951209,12587,0,100,0
1775928520859797105,12587,0,100,0
1775928520860642264,12587,0,100,0
1775928520861511711,12587,0,100,0
1775928520862616543,12587,0,100,0
1775928520863479078,12587,0,100,0
1775928520864859294,12587,0,100,0
1775928520866058395,12587,0,100,0
1775928520867061086,12587,0,100,0
1775928520867935237,12587,0,100,0
1775928520868788364,12587,0,100,0
1775928520869681298,12587,0,100,0
1775928520870533529,12587,0,100,0
1775928520871891666,12587,0,100,0
