received_time_ns,base_mode,custom_mode,system_status
1775928509835953317,209,0,3
1775928510799833113,209,0,3
1775928511804036844,209,0,3
1775928512804360081,209,0,3
1775928513808298316,209,0,3
1775928514803225487,209,0,3
1775928515797148334,209,0,3
1775928516842761929,209,0,3
1775928517837069373,209,0,3
1775928520830803835,81,0,3
1775928520832251409,81,9,3
1775928520852481541,81,9,3
1775928520871769941,81,9,3
