received_time_ns,event_type,field_name,previous_value,current_value
1775885367920366458,vehicle_status_events,nav_state,4,2
1775885367920366458,vehicle_status_events,pre_flight_checks_pass,True,False
1775885368038170483,vehicle_status_events,pre_flight_checks_pass,False,True
1775885369347206499,vehicle_status_events,arming_state,1,2
1775885369347206499,vehicle_status_events,nav_state,2,14
1775885378707481611,vehicle_status_events,nav_state,14,2
1775885386763375122,vehicle_status_events,nav_state,2,18
1775885393913472477,vehicle_status_events,arming_state,2,1
1775885393913472477,vehicle_status_events,nav_state,18,2
1775885394651075786,vehicle_status_events,pre_flight_checks_pass,True,False
