received_time_ns,timestamp,arming_state,nav_state,nav_state_user_intention,failsafe,failsafe_defer_state,failure_detector_status,pre_flight_checks_pass,gcs_connection_lost,latest_arming_reason,latest_disarming_reason,vehicle_type
1775885367758210945,1775885366614713,1,4,4,False,0,0,True,True,0,0,1
1775885367893284877,1775885366734713,1,4,4,False,0,0,True,True,0,0,1
1775885367920366458,1775885366758713,1,2,2,False,0,0,False,True,0,0,1
1775885368038170483,1775885366866713,1,2,2,False,0,0,True,True,0,0,1
1775885368643137661,1775885367374713,1,2,2,False,0,0,True,True,0,0,1
1775885369193364303,1775885367874713,1,2,2,False,0,0,True,True,0,0,1
1775885369347206499,1775885368006713,2,14,14,False,0,0,True,True,4,0,1
1775885369938076692,1775885369929561,2,14,14,False,0,0,True,True,4,0,1
1775885370507125489,1775885370509121,2,14,14,False,0,0,True,True,4,0,1
1775885371051475166,1775885371043743,2,14,14,False,0,0,True,True,4,0,1
1775885371613113219,1775885371616419,2,14,14,False,0,0,True,True,4,0,1
1775885372154762125,1775885372158914,2,14,14,False,0,0,True,True,4,0,1
1775885372715169002,1775885372662914,2,14,14,False,0,0,True,True,4,0,1
1775885373296685647,1775885373162914,2,14,14,False,0,0,True,True,4,0,1
1775885373891546379,1775885373666914,2,14,14,False,0,0,True,True,4,0,1
1775885374442900939,1775885374174914,2,14,14,False,0,0,True,True,4,0,1
1775885375006345358,1775885374678914,2,14,14,False,0,0,True,True,4,0,1
1775885375581421666,1775885375182914,2,14,14,False,0,0,True,True,4,0,1
1775885376143346769,1775885375686914,2,14,14,False,0,0,True,True,4,0,1
1775885376684128066,1775885376190914,2,14,14,False,0,0,True,True,4,0,1
1775885377238650967,1775885376698914,2,14,14,False,0,0,True,True,4,0,1
1775885377840828176,1775885377206914,2,14,14,False,0,0,True,True,4,0,1
1775885378415984867,1775885377710914,2,14,14,False,0,0,True,True,4,0,1
1775885378696553084,1775885377958914,2,14,14,False,0,0,True,True,4,0,1
1775885378707481611,1775885377970914,2,2,2,False,0,0,True,True,4,0,1
1775885379250959260,1775885378470914,2,2,2,False,0,0,True,True,4,0,1
1775885379839380682,1775885378970914,2,2,2,False,0,0,True,True,4,0,1
1775885380406653459,1775885379478914,2,2,2,False,0,0,True,True,4,0,1
1775885380949884643,1775885379982914,2,2,2,False,0,0,True,True,4,0,1
1775885381510593933,1775885380490914,2,2,2,False,0,0,True,True,4,0,1
1775885382105846281,1775885380994914,2,2,2,False,0,0,True,True,4,0,1
1775885382675538717,1775885381494914,2,2,2,False,0,0,True,True,4,0,1
1775885383271523465,1775885382006914,2,2,2,False,0,0,True,True,4,0,1
1775885383808884247,1775885382514914,2,2,2,False,0,0,True,True,4,0,1
1775885384384700419,1775885383018914,2,2,2,False,0,0,True,True,4,0,1
1775885384950977678,1775885384948791,2,2,2,False,0,0,True,True,4,0,1
1775885385507149538,1775885385506300,2,2,2,False,0,0,True,True,4,0,1
1775885386061106554,1775885386065490,2,2,2,False,0,0,True,True,4,0,1
1775885386637377927,1775885386569490,2,2,2,False,0,0,True,True,4,0,1
1775885386750111392,1775885386689490,2,2,2,False,0,0,True,True,4,0,1
1775885386763375122,1775885386701490,2,18,18,False,0,0,True,True,4,0,1
1775885386780149744,1775885386713490,2,18,18,False,0,0,True,True,4,0,1
1775885387319924943,1775885387213490,2,18,18,False,0,0,True,True,4,0,1
1775885387909552686,1775885387721490,2,18,18,False,0,0,True,True,4,0,1
1775885388468713353,1775885388221490,2,18,18,False,0,0,True,True,4,0,1
1775885389044690283,1775885388729490,2,18,18,False,0,0,True,True,4,0,1
1775885389586313613,1775885389237490,2,18,18,False,0,0,True,True,4,0,1
1775885390175942527,1775885389745490,2,18,18,False,0,0,True,True,4,0,1
1775885390743558371,1775885390253490,2,18,18,False,0,0,True,True,4,0,1
1775885391305432137,1775885390757490,2,18,18,False,0,0,True,True,4,0,1
1775885391875397902,1775885391269490,2,18,18,False,0,0,True,True,4,0,1
1775885392414274974,1775885391777490,2,18,18,False,0,0,True,True,4,0,1
1775885392949796161,1775885392277490,2,18,18,False,0,0,True,True,4,0,1
1775885393542810888,1775885392781490,2,18,18,False,0,0,True,True,4,0,1
1775885393913472477,1775885393105490,1,2,2,False,0,0,True,True,4,6,1
1775885394511542388,1775885393613490,1,2,2,False,0,0,True,True,4,6,1
1775885394651075786,1775885393741490,1,2,2,False,0,0,False,True,4,6,1
