received_time_ns,timestamp,arming_state,nav_state,nav_state_user_intention,failsafe,failsafe_defer_state,failure_detector_status,pre_flight_checks_pass,gcs_connection_lost,latest_arming_reason,latest_disarming_reason,vehicle_type
1775659406163668053,1775659405947766,1,4,4,False,0,0,True,True,0,0,1
1775659406309070206,1775659406091766,1,4,4,False,0,0,True,True,0,0,1
1775659406764393113,1775659406535766,2,14,14,False,0,0,True,True,4,0,1
1775659407273693209,1775659407039766,2,14,14,False,0,0,True,True,4,0,1
1775659407789638725,1775659407543766,2,14,14,False,0,0,True,True,4,0,1
1775659408305315237,1775659408047766,2,14,14,False,0,0,True,True,4,0,1
1775659408823493861,1775659408551766,2,14,14,False,0,0,True,True,4,0,1
1775659409341577782,1775659409055766,2,14,14,False,0,0,True,True,4,0,1
1775659409854110443,1775659409559766,2,14,14,False,0,0,True,True,4,0,1
1775659410366907558,1775659410063766,2,14,14,False,0,0,True,True,4,0,1
1775659410880136859,1775659410567766,2,14,14,False,0,0,True,True,4,0,1
1775659411393787859,1775659411071766,2,14,14,False,0,0,True,True,4,0,1
1775659411906946110,1775659411905300,2,14,14,False,0,0,True,True,4,0,1
1775659412423742578,1775659412422165,2,14,14,False,0,0,True,True,4,0,1
1775659412940739619,1775659412941474,2,14,14,False,0,0,True,True,4,0,1
1775659413449786983,1775659413450507,2,14,14,False,0,0,True,True,4,0,1
1775659413962749118,1775659413954507,2,14,14,False,0,0,True,True,4,0,1
1775659414480211945,1775659414458614,2,14,14,False,0,0,True,True,4,0,1
1775659414989275041,1775659414962614,2,14,14,False,0,0,True,True,4,0,1
1775659415502762352,1775659415466772,2,14,14,False,0,0,True,True,4,0,1
1775659416017793941,1775659415970772,2,14,14,False,0,0,True,True,4,0,1
1775659416533547895,1775659416474993,2,14,14,False,0,0,True,True,4,0,1
1775659417049313564,1775659416978993,2,14,14,False,0,0,True,True,4,0,1
1775659417563621370,1775659417483294,2,14,14,False,0,0,True,True,4,0,1
1775659418077261199,1775659417987294,2,14,14,False,0,0,True,True,4,0,1
1775659418591039279,1775659418491645,2,14,14,False,0,0,True,True,4,0,1
1775659419105370884,1775659418995645,2,14,14,False,0,0,True,True,4,0,1
1775659419619772455,1775659419499645,2,14,14,False,0,0,True,True,4,0,1
1775659420133048013,1775659420003645,2,14,14,False,0,0,True,True,4,0,1
1775659420646779958,1775659420507645,2,14,14,False,0,0,True,True,4,0,1
1775659421159856758,1775659421011645,2,14,14,False,0,0,True,True,4,0,1
1775659421673125054,1775659421515645,2,14,14,False,0,0,True,True,4,0,1
1775659422188728811,1775659422019645,2,14,14,False,0,0,True,True,4,0,1
1775659422701870762,1775659422523645,2,14,14,False,0,0,True,True,4,0,1
1775659423214929138,1775659423027645,2,14,14,False,0,0,True,True,4,0,1
1775659423729303073,1775659423531645,2,14,14,False,0,0,True,True,4,0,1
1775659423805058207,1775659423603645,2,14,14,False,0,0,True,True,4,0,1
1775659423815246147,1775659423615645,2,18,18,False,0,0,True,True,4,0,1
1775659423828018878,1775659423627645,2,18,18,False,0,0,True,True,4,0,1
1775659424340952065,1775659424131645,2,18,18,False,0,0,True,True,4,0,1
1775659424858016632,1775659424635645,2,18,18,False,0,0,True,True,4,0,1
1775659425378998383,1775659425139645,2,18,18,False,0,0,True,True,4,0,1
1775659425890692526,1775659425643645,2,18,18,False,0,0,True,True,4,0,1
1775659426402969898,1775659426147645,2,18,18,False,0,0,True,True,4,0,1
1775659426920323646,1775659426651645,2,18,18,False,0,0,True,True,4,0,1
1775659427432140955,1775659427155645,2,18,18,False,0,0,True,True,4,0,1
1775659427943752353,1775659427659645,2,18,18,False,0,0,True,True,4,0,1
1775659428457740470,1775659428163645,2,18,18,False,0,0,True,True,4,0,1
1775659428969712260,1775659428667645,2,18,18,False,0,0,True,True,4,0,1
1775659429484862379,1775659429171645,2,18,18,False,0,0,True,True,4,0,1
1775659429510220781,1775659429195645,1,14,14,False,0,0,False,True,4,6,1
1775659430021794969,1775659430021786,1,14,14,False,0,0,False,True,4,6,1
1775659430537632385,1775659430537770,1,14,14,False,0,0,False,True,4,6,1
