delta_state_roll,delta_state_pitch,delta_state_yaw,delta_state_roll_rate,delta_state_pitch_rate,delta_state_yaw_rate,delta_state_position_x,delta_state_position_y,delta_state_position_z,delta_state_velocity_x,delta_state_velocity_y,delta_state_velocity_z,delta_state_altitude,delta_state_vertical_speed,delta_state_heading
0.0016637133732637652,2.140851958133478e-05,0.02107094326818846,-0.006446032749417482,0.00024091241603947492,-0.0033293455901169675,-0.0007808887420261708,0.00037385651618525686,-0.0009849995458933352,-0.0008872355760288713,0.0001699125557977172,0.019885545900255076,0.0009849995458933352,-0.019885545900255076,0.021723831939214885
