roll__h1,pitch__h1,yaw__h1,roll_rate__h1,pitch_rate__h1,yaw_rate__h1,roll__h2,pitch__h2,yaw__h2,roll_rate__h2,pitch_rate__h2,yaw_rate__h2
-0.12550749991917773,-0.0951459796116623,0.25437555291044983,-0.02689437925815453,-0.02610840189220346,0.037759830437893716,-0.24798751726989218,-0.18719018982190672,0.5258092651344872,-0.04505476640890491,-0.05390250869141477,0.06276383526391563
