roll__h1,pitch__h1,yaw__h1,roll_rate__h1,pitch_rate__h1,yaw_rate__h1,roll__h2,pitch__h2,yaw__h2,roll_rate__h2,pitch_rate__h2,yaw_rate__h2
-0.002543212959275373,-0.003338873572093147,1.5968741064211351,-0.00015403231304427214,-0.00023972653039565592,0.0020824685976810735,-0.0025723497999108162,-0.0033877205967531624,1.5970990889619767,-0.00021501046448188524,-0.0002713060999497989,0.0023140248415064023
