received_time_ns,event_type,field_name,previous_value,current_value
1775896861789343885,vehicle_status_events,nav_state,4,2
1775896861789343885,vehicle_status_events,pre_flight_checks_pass,True,False
1775896861936496808,vehicle_status_events,pre_flight_checks_pass,False,True
1775896863091404698,vehicle_status_events,arming_state,1,2
1775896863091404698,vehicle_status_events,nav_state,2,14
1775896874168519062,vehicle_status_events,nav_state,14,2
1775896882211632395,vehicle_status_events,nav_state,2,18
1775896888407945467,vehicle_status_events,arming_state,2,1
1775896888407945467,vehicle_status_events,nav_state,18,2
1775896889235279549,vehicle_status_events,pre_flight_checks_pass,True,False
