received_time_ns,timestamp,timestamp_sample,x,y,z,vx,vy,vz,heading,dist_bottom,dist_bottom_valid,xy_valid,z_valid,v_xy_valid,v_z_valid
1775896861143382557,1775896860001321,1775896859989321,-0.28082576394081116,0.254682719707489,-1.7369014024734497,-0.0300434697419405,0.012912875041365623,-0.010716527700424194,1.5691901445388794,0.10420548915863037,True,True,True,True,True
1775896861150683311,1775896860017321,1775896860005321,-0.28153643012046814,0.2537391483783722,-1.7369952201843262,-0.03018254041671753,0.012303614988923073,-0.01107079815119505,1.5691807270050049,0.0746469497680664,True,True,True,True,True
1775896861159701063,1775896860025321,1775896860013321,-0.28224846720695496,0.25315091013908386,-1.7375696897506714,-0.03039230778813362,0.011885054409503937,-0.011406789533793926,1.569176197052002,0.07507002353668213,True,True,True,True,True
1775896861171017853,1775896860037321,1775896860025321,-0.2829413115978241,0.2525869309902191,-1.7381601333618164,-0.03058934211730957,0.011480865068733692,-0.011751563288271427,1.5691863298416138,0.07476186752319336,True,True,True,True,True
1775896861178937830,1775896860045321,1775896860033321,-0.2836170494556427,0.2520439922809601,-1.7387406826019287,-0.03078456223011017,0.011072400957345963,-0.012059526517987251,1.5691982507705688,0.07518768310546875,True,True,True,True,True
1775896861194417533,1775896860053321,1775896860041321,-0.2842775285243988,0.25151968002319336,-1.7393120527267456,-0.03098081797361374,0.01070457324385643,-0.012378115206956863,1.569210171699524,0.07560348510742188,True,True,True,True,True
1775896861204199530,1775896860061321,1775896860049321,-0.28492435812950134,0.25101208686828613,-1.7398746013641357,-0.031200183555483818,0.010369978845119476,-0.012686439789831638,1.5692228078842163,0.07600963115692139,True,True,True,True,True
1775896861211295968,1775896860077321,1775896860077321,-0.2864324152469635,0.250123530626297,-1.7410792112350464,-0.0316220223903656,0.009667697362601757,-0.013368869200348854,1.5692532062530518,0.07689881324768066,True,True,True,True,True
1775896861218407861,1775896860085321,1775896860085321,-0.2870454490184784,0.24965724349021912,-1.7416433095932007,-0.03180336207151413,0.009340018965303898,-0.013656490482389927,1.5692737102508545,0.07656347751617432,True,True,True,True,True
1775896861236140810,1775896860097321,1775896860093321,-0.2876487672328949,0.24920271337032318,-1.7421996593475342,-0.031997259706258774,0.009015992283821106,-0.01393322553485632,1.569291114807129,0.0769580602645874,True,True,True,True,True
1775896861241855860,1775896860101321,1775896860101321,-0.28823626041412354,0.24878302216529846,-1.7427486181259155,-0.032165076583623886,0.008755541406571865,-0.014188762754201889,1.5693093538284302,0.07734405994415283,True,True,True,True,True
1775896861249654111,1775896860117321,1775896860117321,-0.2893863320350647,0.2479744255542755,-1.7438251972198486,-0.032483454793691635,0.008257292211055756,-0.01468847505748272,1.569311499595642,0.07809174060821533,True,True,True,True,True
1775896861264691293,1775896860125321,1775896860125321,-0.28994980454444885,0.2475845366716385,-1.7443536520004272,-0.03263099119067192,0.008018969558179379,-0.014949457719922066,1.569312334060669,0.07845413684844971,True,True,True,True,True
1775896861270896544,1775896860137321,1775896860137321,-0.2905060350894928,0.24720369279384613,-1.7448995113372803,-0.03277407959103584,0.007774821948260069,-0.01520360354334116,1.5693151950836182,0.07809937000274658,True,True,True,True,True
1775896861277211969,1775896860145321,1775896860145321,-0.29105544090270996,0.24683143198490143,-1.7454389333724976,-0.03293875232338905,0.0075305006466805935,-0.015462510287761688,1.56931734085083,0.0784691572189331,True,True,True,True,True
1775896861304265194,1775896860153321,1775896860153321,-0.29175278544425964,0.2460576295852661,-1.7454502582550049,-0.03312709555029869,0.007042520213872194,-0.015621267259120941,1.569319248199463,0.09452438354492188,True,True,True,True,True
1775896861313751931,1775896860161321,1775896860161321,-0.2924400269985199,0.2452998161315918,-1.745469570159912,-0.0333089604973793,0.006570728030055761,-0.015783777460455894,1.569318175315857,0.09439301490783691,True,True,True,True,True
1775896861321141292,1775896860177321,1775896860177321,-0.2937816381454468,0.24383963644504547,-1.7455309629440308,-0.03362925350666046,0.00570674566552043,-0.01607915200293064,1.56931471824646,0.09414958953857422,True,True,True,True,True
1775896861336458598,1775896860189321,1775896860185321,-0.29443663358688354,0.2431364208459854,-1.7455726861953735,-0.03379052132368088,0.00529616279527545,-0.016222694888710976,1.5693097114562988,0.09403729438781738,True,True,True,True,True
1775896861344066931,1775896860197321,1775896860193321,-0.2951272130012512,0.2423626184463501,-1.7456037998199463,-0.03394400700926781,0.004864893388003111,-0.01636704057455063,1.5693044662475586,0.09309780597686768,True,True,True,True,True
1775896861351719616,1775896860205321,1775896860201321,-0.29579800367355347,0.241623654961586,-1.745652198791504,-0.03409520909190178,0.004444772843271494,-0.01651206612586975,1.5692965984344482,0.09298861026763916,True,True,True,True,True
