received_time_ns,event_type,field_name,previous_value,current_value
1775896861789505738,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896861789505738,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775896863093097441,vehicle_control_mode_events,flag_armed,False,True
1775896863093097441,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775896863093097441,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775896874166904910,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896874166904910,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775896882211803784,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775896882211803784,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775896888404458575,vehicle_control_mode_events,flag_armed,True,False
1775896888404458575,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896888404458575,vehicle_control_mode_events,flag_control_auto_enabled,True,False
