received_time_ns,event_type,field_name,previous_value,current_value
1775898856661684222,vehicle_status_events,arming_state,1,2
1775898856661684222,vehicle_status_events,nav_state,4,14
1775898868667596977,vehicle_status_events,nav_state,14,18
1775898874679340963,vehicle_status_events,arming_state,2,1
1775898874679340963,vehicle_status_events,nav_state,18,14
1775898874679340963,vehicle_status_events,pre_flight_checks_pass,True,False
