scenario,accepted_count,attempt_count,gate_rate,failsafe_rate,direction_consistency,predictability_cv,small_tier_above_noise,monotonicity,profile_not_completed_rate,ready,blocking_reasons,small_attempt_count,small_accepted_count,small_gate_rate,small_failsafe_rate,small_direction_consistency,small_predictability_cv,small_median_snr,small_median_effect_abs,small_median_slope_abs,medium_attempt_count,medium_accepted_count,medium_gate_rate,medium_failsafe_rate,medium_direction_consistency,medium_predictability_cv,medium_median_snr,medium_median_effect_abs,medium_median_slope_abs
nominal,1,2,0.0,0.0,1.0,0.4999999999999999,True,False,0.0,False,"nominal_accepted_target_not_met,nominal_predictability_cv_above_threshold,nominal_monotonicity_failed",1,1,0.0,0.0,1.0,0.0,100000.00000000001,0.1,99.99999999999991,1,1,0.0,0.0,1.0,0.0,100000.00000000001,0.1,33.33333333333331
