delta_state_roll,delta_state_pitch,delta_state_yaw,delta_state_roll_rate,delta_state_pitch_rate,delta_state_yaw_rate,delta_state_position_x,delta_state_position_y,delta_state_position_z,delta_state_velocity_x,delta_state_velocity_y,delta_state_velocity_z,delta_state_altitude,delta_state_vertical_speed,delta_state_heading
0.0,0.0,0.0,0.0,0.0,0.0,-72738.0478324513,306815.18013169395,-0.049532956247254234,0.0043579831296138355,-0.0014907498626635035,0.17696989548528116,0.049532956247254234,-0.17696989548528116,0.0
