future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate,future_state_position_x,future_state_position_y,future_state_position_z,future_state_velocity_x,future_state_velocity_y,future_state_velocity_z,future_state_altitude,future_state_vertical_speed,future_state_heading
-0.03167865821084501,-0.013216320016225018,715.9838133683802,3.99355184122065,1.4343591612883424,1.8272436068409712,-10612015622878.668,44762291896217.68,-155851.8096741682,117524.36247951497,-404781.33627644693,1603432.291487106,155851.8096741682,-1603432.291487106,715.9838133683802
