received_time_ns,x,y,z,vx,vy,vz
1775929498750078324,0.0,0.0,0.027,0.0,0.0,0.03
1775929498802065942,0.0,0.0,0.027,0.0,0.0,0.03
1775929498854344339,0.0,0.0,0.027,0.0,0.0,0.03
1775929498906525937,0.0,0.0,0.027,0.0,0.0,0.03
1775929498959190888,0.0,0.0,0.027,0.0,0.0,0.03
1775929499011130091,0.0,0.0,0.027,0.0,0.0,0.03
1775929499062921327,0.0,0.0,0.027,0.0,0.0,0.03
1775929499115664997,0.0,0.0,0.027,0.0,0.0,0.03
1775929499168773942,0.0,0.0,0.027,0.0,0.0,0.03
1775929499221772360,0.0,0.0,0.027,0.0,0.0,0.03
1775929499223147219,0.0,0.0,0.027,0.0,0.0,0.02
1775929499325090422,0.0,0.0,0.027,0.0,0.0,0.02
1775929499326374178,0.0,0.0,0.027,0.0,0.0,0.02
1775929499377859339,0.0,0.0,0.027,0.0,0.0,0.02
1775929499429673712,0.0,0.0,0.027,0.0,0.0,0.02
1775929499481595091,0.0,0.0,0.027,0.0,0.0,0.02
1775929499533410711,0.0,0.0,0.027,0.0,0.0,0.02
1775929499585839538,0.0,0.0,0.027,0.0,0.0,0.02
1775929499638847524,0.0,0.0,0.027,0.0,0.0,0.02
1775929499690915844,0.0,0.0,0.027,0.0,0.0,0.02
1775929499742844455,0.0,0.0,0.027,0.0,0.0,0.02
1775929499794716299,0.0,0.0,0.027,0.0,0.0,0.02
1775929499846559599,0.0,0.0,0.027,0.0,0.0,0.02
1775929499898581680,0.0,0.0,0.027,0.0,0.0,0.01
1775929499951857790,0.0,0.0,0.027,0.0,0.0,0.01
1775929500004372823,0.0,0.0,0.027,0.0,0.0,0.01
1775929500056381529,0.0,0.0,0.027,0.0,0.0,0.01
1775929500109416139,0.0,0.0,0.027,0.0,0.0,0.01
1775929500161855622,0.0,0.0,0.027,0.0,0.0,0.01
1775929500214769114,0.0,0.0,0.027,0.0,0.0,0.01
1775929500266716732,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775929500318612288,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775929500370781119,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775929500422756865,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775929500424891328,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929500477547832,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929500529865813,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929500582686090,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929500637777052,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929500690514451,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929500743031149,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929500794845233,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929500846766612,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929500900917205,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929500954823993,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775929501007383315,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
