flight_mode,scenario,accepted_count,attempt_count,recommended_target,recommended_path,collective_median_specificity,collective_tier_range_specificity,pair_median_specificity,pair_median_active_rate,pair_median_sign_consistency,pair_tier_range_specificity,pair_dominant_direction,best_single_actuator,best_single_median_specificity,best_single_tier_range_specificity,actuator_specificity_spread,active_dominant_vector_state,active_dominant_vector_purity,baseline_dominant_vector_state,baseline_dominant_vector_purity,blocking_reasons
STABILIZE,nominal,15,15,collective_floor_state,collective_only_no_new_target_gain,0.20361990950226244,0.021139115292243604,0.0,0.0,nan,0.0,none,actuator_1,0.20361990950226244,0.021139115292243604,0.0,0.000|0.000|0.000|0.000,1.0,0.100|0.100|0.100|0.100,1.0,"pair_active_rate_below_threshold,pair_sign_consistency_below_threshold,pair_specificity_below_threshold,single_actuator_symmetry_collapse"
STABILIZE,throttle_biased,15,15,collective_floor_state,collective_only_no_new_target_gain,0.21998465669351747,0.01863971998465669,0.0,0.0,nan,0.0,none,actuator_1,0.21998465669351747,0.01863971998465669,0.0,0.000|0.000|0.000|0.000,1.0,0.100|0.100|0.100|0.100,1.0,"pair_active_rate_below_threshold,pair_sign_consistency_below_threshold,pair_specificity_below_threshold,single_actuator_symmetry_collapse"
