feature,roll__h1,pitch__h1,yaw__h1,roll_rate__h1,pitch_rate__h1,yaw_rate__h1,roll__h2,pitch__h2,yaw__h2,roll_rate__h2,pitch_rate__h2,yaw_rate__h2
command_roll,6.460293624464296e-07,-5.599445375776586e-07,8.146416378836398e-07,1.1268685161627058e-05,1.58918222839413e-05,-2.9007667899597937e-06,6.460293624464296e-07,-5.599445375776586e-07,8.146416378836398e-07,1.1268685161627058e-05,1.58918222839413e-05,-2.9007667899597937e-06
command_pitch,-8.432703898861003e-07,-2.6949049938961583e-06,-9.28260543645987e-07,9.630341953068538e-06,1.0025581265206213e-05,3.029837428121173e-06,-8.432703898861003e-07,-2.6949049938961583e-06,-9.28260543645987e-07,9.630341953068538e-06,1.0025581265206213e-05,3.029837428121173e-06
command_yaw,1.0688892248454805e-06,1.6285648992343797e-06,3.4913620570671604e-06,-1.9036088968902146e-05,-2.4731714397683443e-05,-2.1823555398698485e-05,1.0688892248454805e-06,1.6285648992343797e-06,3.4913620570671604e-06,-1.9036088968902146e-05,-2.4731714397683443e-05,-2.1823555398698485e-05
command_throttle,4.510845267410452e-06,4.540641221844288e-06,7.992668987712317e-06,-6.336969994489247e-05,-6.576622871059348e-05,-0.0001062950746561231,4.510845267410452e-06,4.540641221844288e-06,7.992668987712317e-06,-6.336969994489247e-05,-6.576622871059348e-05,-0.0001062950746561231
roll,0.6246220399161366,0.05288368861887441,-333.17172867434977,88.98893858452934,174.47332427024443,156.65820280625735,0.6246220399161366,0.05288368861887441,-333.17172867434977,88.98893858452934,174.47332427024443,156.65820280625735
pitch,0.2944525766683164,0.6247459215024203,-786.5026647425162,210.06943132532078,411.8647492801757,369.81679501261726,0.2944525766683164,0.6247459215024203,-786.5026647425162,210.06943132532078,411.8647492801757,369.81679501261726
yaw,-1.403965824739916e-06,3.6406140585967113e-06,0.4276709706408557,0.019249949543706794,0.037740138421394794,0.03395392465719575,-1.403965824739916e-06,3.6406140585967113e-06,0.4276709706408557,0.019249949543706794,0.037740138421394794,0.03395392465719575
roll_rate,1.6181883300711008e-06,1.3105821184365754e-05,0.09897563662292587,0.651670060769826,0.2603988694290359,0.16943134242166616,1.6181883300711008e-06,1.3105821184365754e-05,0.09897563662292587,0.651670060769826,0.2603988694290359,0.16943134242166616
pitch_rate,9.643804778509806e-06,1.1024648259823693e-05,0.057826924324610264,0.07733907160188468,0.6372758250028028,0.0986801331084389,9.643804778509806e-06,1.1024648259823693e-05,0.057826924324610264,0.07733907160188468,0.6372758250028028,0.0986801331084389
yaw_rate,1.7612101756749284e-05,1.6592899919574352e-05,0.08596508749305203,0.0828462550904566,0.16253574995616488,0.6458714151776758,1.7612101756749284e-05,1.6592899919574352e-05,0.08596508749305203,0.0828462550904566,0.16253574995616488,0.6458714151776758
position_x,-2.672091698969103e-15,-1.6740452102996194e-15,-1.5276699420893073e-14,8.719037613659345e-15,4.7836019101042636e-14,-8.960684216071486e-16,-2.672091698969103e-15,-1.6740452102996194e-15,-1.5276699420893073e-14,8.719037613659345e-15,4.7836019101042636e-14,-8.960684216071486e-16
position_y,6.796686977980791e-16,6.165725726705353e-16,3.611613476455892e-15,-2.3485144474311695e-15,-1.202964240280957e-14,2.860051550573744e-16,6.796686977980791e-16,6.165725726705353e-16,3.611613476455892e-15,-2.3485144474311695e-15,-1.202964240280957e-14,2.860051550573744e-16
position_z,0.3488878755744432,0.14804981599504255,-931.5857113127126,248.8180230785161,487.83768371009995,438.0333104223392,0.3488878755744432,0.14804981599504255,-931.5857113127126,248.8180230785161,487.83768371009995,438.0333104223392
velocity_x,5.743358326449065e-08,-6.762049751054738e-08,4.997929793544876e-09,-2.571920930925629e-06,-1.965408574523521e-06,-9.013606133074141e-07,5.743358326449065e-08,-6.762049751054738e-08,4.997929793544876e-09,-2.571920930925629e-06,-1.965408574523521e-06,-9.013606133074141e-07
velocity_y,-1.519610131955934e-07,-2.638405037122315e-07,3.3580002230878057e-07,1.8600666255494272e-06,5.666184160935811e-06,8.672801271351724e-07,-1.519610131955934e-07,-2.638405037122315e-07,3.3580002230878057e-07,1.8600666255494272e-06,5.666184160935811e-06,8.672801271351724e-07
velocity_z,3.0050778096997095e-08,2.120133887414186e-08,5.941651246078147e-07,-7.107875531466085e-07,-7.077930635805993e-07,-2.5508185528406725e-07,3.0050778096997095e-08,2.120133887414186e-08,5.941651246078147e-07,-7.107875531466085e-07,-7.077930635805993e-07,-2.5508185528406725e-07
altitude,-0.3488878755745059,-0.14804981599497627,931.5857113205444,-248.81802307851618,-487.8376837101,-438.03331042233935,-0.3488878755745059,-0.14804981599497627,931.5857113205444,-248.81802307851618,-487.8376837101,-438.03331042233935
vertical_speed,-3.0050778137232815e-08,-2.120133887692099e-08,-5.941651244818932e-07,7.107875530820904e-07,7.077930639715476e-07,2.5508185553794113e-07,-3.0050778137232815e-08,-2.120133887692099e-08,-5.941651244818932e-07,7.107875530820904e-07,7.077930639715476e-07,2.5508185553794113e-07
heading,-1.4039658261192838e-06,3.6406140574379575e-06,0.42767097064041637,0.01924994954375844,0.037740138421315794,0.03395392465702021,-1.4039658261192838e-06,3.6406140574379575e-06,0.42767097064041637,0.01924994954375844,0.037740138421315794,0.03395392465702021
mode_guided_nogps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode_stabilize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
