future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate,future_state_position_x,future_state_position_y,future_state_position_z,future_state_velocity_x,future_state_velocity_y,future_state_velocity_z,future_state_altitude,future_state_vertical_speed,future_state_heading
0.002660410099865484,0.0010190797837189697,-0.00251774579804942,-0.0034282691503592457,-9.780827262247728e-05,-0.0053748964039926315,0.000713527626353589,-0.0025999912492956356,-0.0023455345562238272,-0.002305057145854786,-6.452559517498846e-06,-0.015384149604617012,0.0023455345562238272,0.015384149604617012,-0.002606043383400092
