received_time_ns,base_mode,custom_mode,system_status
1775762969771052485,209,0,3
1775762970793946942,209,0,3
1775762971765598773,209,0,3
1775762972782424248,209,0,3
1775762973755718509,209,0,3
1775762974779833054,209,0,3
1775762975752688710,209,0,3
1775762976765570255,209,0,3
1775762977751191323,209,0,3
1775762980790366485,81,0,3
1775762980791835181,81,9,3
1775762980809009063,81,9,3
1775762980830762587,81,9,3
