received_time_ns,event_type,field_name,previous_value,current_value
1775652291987064303,vehicle_status_events,nav_state,4,2
1775652291987064303,vehicle_status_events,pre_flight_checks_pass,True,False
1775652292097345939,vehicle_status_events,pre_flight_checks_pass,False,True
1775652292402614346,vehicle_status_events,arming_state,1,2
1775652292402614346,vehicle_status_events,nav_state,2,14
1775652301360316368,vehicle_status_events,nav_state,14,2
1775652309424290242,vehicle_status_events,nav_state,2,18
1775652315920760222,vehicle_status_events,arming_state,2,1
1775652315920760222,vehicle_status_events,nav_state,18,2
1775652316580897127,vehicle_status_events,pre_flight_checks_pass,True,False
