future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
2.807321868047813,-0.1043735533446172,165.5331791609733,-24.047734473347486,-5.544623606036062,52.472370789639676
