feature,roll__h1,pitch__h1,yaw__h1,roll_rate__h1,pitch_rate__h1,yaw_rate__h1,roll__h2,pitch__h2,yaw__h2,roll_rate__h2,pitch_rate__h2,yaw_rate__h2
command_roll,-0.0008028267390823057,-0.0013720742933647214,0.0010591977855885994,0.29764331370260483,0.11618296330587544,0.5629360089259596,0.060606186087284075,-0.004107170601649325,0.00043429556168844783,0.3804902821841644,0.06652389937902997,1.157214189002305
command_pitch,-0.0033545165979247055,0.009999348316201633,0.0027109424931438765,0.0512329494291483,0.02517187958447622,0.040534901993515754,-0.00945020456111854,0.08913899073299464,0.005554819900304381,0.05023485552186834,0.011664832136246913,0.062434396870533135
command_yaw,-0.0009334327646149997,7.23157679718877e-05,0.005457197035816976,-0.030542382959834358,-0.028371525185770338,-0.014234756307330692,-0.0006139473551742935,0.00036587048233034864,0.012858664079294126,-0.07300481008465765,-0.03989041040416689,-0.07828110200765243
command_throttle,0.07275033882509102,-0.04902219411626006,0.822638998438953,-0.207331319555409,-0.20720926429046563,0.14770439083686188,0.2239865928242608,-0.10548992490528322,2.1548387416809733,-0.8019015914990207,-0.43832050804650463,0.2865822361823917
roll,2.2171287678615186,-0.02459708020596985,0.1510920815567639,0.30581242381783946,0.06636904278689507,0.10794819037370997,3.5016033075048165,-0.08893821284753839,0.532138338860685,-0.36201741888165956,-0.2004756794298148,-1.0188059723715237
pitch,0.07369758428109333,2.2504596897833498,0.2581116537433039,0.012708660288627965,-0.03829666778204545,-0.13001886458537293,0.1733034103001187,3.488961530915506,0.4549948061314414,0.1583239762569003,-0.10635546874952485,-0.03022235359409009
yaw,0.0024226172404968743,-0.0023924835645285523,1.5003222266598237,-0.10655795457867123,-0.2543444743251812,-0.008255950735936008,-0.012693524134564493,-0.008788239320449039,2.5040343457971237,-0.3426450346998535,-0.22845839530477258,0.028909674636681967
roll_rate,0.00028418025743227594,0.001218329750094604,0.014637078895124837,1.7047665370535712,-0.025586475643814506,0.2051133249140128,0.0024355360223683392,0.0026674961940145693,0.018583404609189946,1.80184703580913,-0.08286181358371912,0.31224082823093424
pitch_rate,-0.002238776488745599,0.0002501827076044085,0.008275473772556864,-0.005926514750618733,1.704514889403986,0.08640635336096643,-0.005437525050180243,0.00041306244784611876,0.017447009671168266,0.0005719129130921409,1.8642597534640917,0.1254534790287135
yaw_rate,0.00869732433009932,-0.0010124391524710863,-0.004468085753236147,-0.14159838918003073,-0.1969370162699205,1.9242381751742204,0.022678760080810764,-0.0023245586041778362,-0.005663512502622133,-0.20328757805493522,-0.3455270460015359,2.887361369460355
position_x,0.011742808499719856,-0.004475181382173411,0.05335270854948814,0.001578161072209605,0.0555251819540858,0.06083576310382888,0.042989515127343045,0.005908945782961717,0.14366138102591258,-0.093500662815194,0.054835565680906695,0.0725486736576621
position_y,-0.0005851652954671317,0.01291516095028138,-0.008118520585017405,-0.02700540131607433,0.007682229955506438,-0.025113981760614197,-0.006238244113665884,0.036484122277153044,-0.0018901594648082394,-0.01972741694004732,0.03646665349277454,0.002121282080806329
position_z,0.0020908281512611645,-0.0015387648031542512,0.021483884460017103,0.02666505080278913,0.003728942309393353,0.002380877565898251,0.00662126179839689,-0.005833751942052415,0.052511514439825435,0.06228979970889251,0.0065151367623347434,0.026081993699560456
velocity_x,-0.015009586783489796,0.011824766058871797,-0.015846654654632135,0.06292222383666327,-0.004104501208718367,-0.17147976239345003,-0.032703407977467285,-0.007377838461248256,-0.08687744678314537,0.23095040683766935,0.11847388990938433,-0.4223202821149869
velocity_y,0.014810075523920043,-0.005639811068493402,0.010730352361311741,0.010409055634035567,0.02840473953395491,-0.05614145184294976,0.032691220229940685,-0.01721352035656561,0.013489035923505869,0.009860465065414228,0.05104006276481477,-0.19605772245731898
velocity_z,-0.008191030853381034,0.0007902291330723357,-0.03356400358477526,-0.03251283501712967,0.012216773141221257,0.004713690598871175,-0.01578646884359489,0.0017588807431924707,-0.09560363385039983,-0.0929113844527146,0.0679158651922008,-0.017713487891377392
altitude,-0.0020908281512602004,0.0015387648031538119,-0.021483884459997438,-0.026665050802798282,-0.0037289423093966353,-0.002380877565895098,-0.006621261798393439,0.005833751942051666,-0.05251151443978484,-0.062289799708912866,-0.006515136762319818,-0.02608199369955509
vertical_speed,0.008191030853383517,-0.0007902291330605712,0.03356400358451579,0.032512835017107534,-0.012216773141235506,-0.004713690598776641,0.01578646884360023,-0.0017588807431669691,0.09560363384979753,0.0929113844527713,-0.06791586519220523,0.01771348789151914
heading,-0.00514278622665687,-0.002660859294728618,0.3666348600452101,0.12223117908110007,0.12888423981698258,0.04797617068909878,-0.012983969200464738,-0.005530461434259972,0.7220932120352532,0.5384973671759384,0.16499330456777767,0.19300961551747914
command_roll__lag_1,0.05941271813338733,0.0015215556934350236,-0.006575940274938316,-0.40395388621120754,-0.1438807751667372,-0.652034314367765,0.08734156422417184,0.005672233309403376,-0.011326922747969785,-0.543290881503473,-0.10086876046247184,-1.3650303553657217
command_pitch__lag_1,0.0011724522043454876,0.05726185194753031,-0.002014074793224084,-0.08362882824616816,-0.051056992911964263,-0.055561867913859427,0.004963638440200032,0.036212949755592305,-0.004939347152899419,-0.06205367536031435,-0.022840571346088398,-0.033661983430223634
command_yaw__lag_1,0.002490663242282264,0.00038035299271828435,0.000934184829175781,0.01582235615748415,0.0367428275071794,-0.025454108437477,0.004599075014516894,0.00043054527077933386,-0.0013460133652614832,0.055948548369417386,0.07327634009682293,-0.028575514145449555
command_throttle__lag_1,-0.04387786467552986,0.08300761342813742,-0.3093200163541858,-0.047033377295622285,0.5284659546503887,-0.09080244670252854,-0.20770071349543678,0.1928148920639431,-1.2817511334509526,0.20089497086697322,0.473796416409794,-0.509859590558718
roll__lag_1,-1.5271200372767897,0.03303809741625157,-0.330828812627022,-1.0776747458572113,-0.44478543893676836,-0.937976510848249,-3.53961473953869,0.14192073408890857,-1.1838228837020681,0.6228741315700953,-0.07546046201424957,1.2709443353835885
pitch__lag_1,-0.1559204628230375,-1.691866983647881,-0.5072662410482385,0.1534396616644607,0.1697822204356999,0.4229024147081747,-0.3750904047969313,-3.7559539796281998,-0.8464524867863632,0.015549324871923842,0.3722530331635202,0.07061508006011119
yaw__lag_1,-0.02194844174876616,0.0023077368064666737,-0.24913431210980758,-0.1548209667298444,0.40469542921602447,0.03253041201265357,-0.031753822794877457,0.007409763119412126,-1.172773491268585,-0.19647373496674306,0.583045830928542,0.05614409834609728
roll_rate__lag_1,0.000615257414888412,-0.0015063952838335233,-0.03387557610964584,-1.0836955413524976,0.04624471173494793,-0.4362112039761176,-0.003387196931223835,-0.002416128484986186,-0.05679264069097091,-1.552534306379636,0.17292387816075994,-0.6719605398154047
pitch_rate__lag_1,0.006106068809010849,-0.00043109718609862183,-0.017673211776732863,0.008988795173631839,-1.021985668430768,-0.1805577746995956,0.012863369752273222,0.00021307703128030836,-0.036078465259355895,-0.009756325594021554,-1.5776386204362662,-0.2744277626033873
yaw_rate__lag_1,-0.015030148820003614,0.002077667964609894,0.016857038707411974,0.32190735020916494,0.36887393190904166,-0.7485159398954319,-0.04671098715865199,0.004304175880509199,0.029022310161441734,0.4863508642374186,0.5709347508505189,-1.6827998800280266
position_x__lag_1,-0.0019974857107070703,0.021921808808630417,-0.02288185074671327,-0.06381804720120603,-0.09190096275821379,-0.1435487901739785,-0.03491007519991331,0.013967531552324206,-0.11380067646489389,0.05467327005100637,-0.09303903037506353,-0.15180305052641052
position_y__lag_1,-0.008339021556451522,-0.0077945286370352425,0.014443605749654677,0.06071629538263744,0.01000552206797509,0.09192532226034651,0.0001441419720224175,-0.025296471198778835,0.021216454205582325,0.11944958147783727,-0.004467741476976879,0.1973946993434202
position_z__lag_1,-0.0022607888040310394,2.4496750298871797e-05,-0.024191972575274827,-0.03361063928201876,0.0012141766643726831,0.01932964321780684,-0.007190786101685095,0.00508039274214246,-0.06520242756545257,-0.11090404829898394,-0.010736281235982222,-0.03286534949166767
velocity_x__lag_1,0.027699982458010884,-0.05317266148243362,-0.055705438826202394,-0.0652480576450953,0.08164244065938511,0.2379353652272349,0.09090547509161372,-0.058299802958041214,-0.02544447733487988,-0.4074667360489147,-0.16894173992070752,0.36873671631762284
velocity_y__lag_1,-0.014920472274336788,0.0023626664112146828,0.0010152520648668319,-0.028504888901258203,-0.04562321971158736,0.030471685644932307,-0.04160427508189919,0.018141307810852887,-0.009934997793154071,0.012530646740845933,-0.08221805546408285,0.18816527205451172
velocity_z__lag_1,0.018170578907491918,-0.0023150468809205577,0.06827885883372958,0.06416284175820718,0.017023531886545294,-0.020607543172291243,0.032406915828421035,-0.004947870443516598,0.21063561495853106,0.23376810707495405,-0.06136271295583317,0.029015845441664065
altitude__lag_1,0.0022607888040308503,-2.449675029875145e-05,0.024191972575270594,0.03361063928201878,-0.0012141766643700693,-0.01932964321780621,0.007190786101684572,-0.0050803927421422335,0.06520242756544228,0.11090404829898565,0.01073628123598548,0.03286534949166786
