delta_state_roll,delta_state_pitch,delta_state_yaw,delta_state_roll_rate,delta_state_pitch_rate,delta_state_yaw_rate,delta_state_position_x,delta_state_position_y,delta_state_position_z,delta_state_velocity_x,delta_state_velocity_y,delta_state_velocity_z,delta_state_altitude,delta_state_vertical_speed,delta_state_heading
0.0,0.0,0.0,0.0,0.0,0.0,142438.18487949675,-600816.3867076924,0.011739620162599784,9.112799382941805e-05,0.0012995677418879195,0.03206236506111732,-0.011739620162599784,-0.03206236506111732,0.0
