received_time_ns,event_type,field_name,previous_value,current_value
1775885102410154797,vehicle_status_events,nav_state,4,2
1775885102410154797,vehicle_status_events,pre_flight_checks_pass,True,False
1775885102509987555,vehicle_status_events,pre_flight_checks_pass,False,True
1775885103656786321,vehicle_status_events,arming_state,1,2
1775885103656786321,vehicle_status_events,nav_state,2,14
1775885113235074514,vehicle_status_events,nav_state,14,2
1775885121286213603,vehicle_status_events,nav_state,2,18
1775885127501646214,vehicle_status_events,arming_state,2,1
1775885127501646214,vehicle_status_events,nav_state,18,2
1775885128336411789,vehicle_status_events,pre_flight_checks_pass,True,False
