future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate,future_state_position_x,future_state_position_y,future_state_position_z,future_state_velocity_x,future_state_velocity_y,future_state_velocity_z,future_state_altitude,future_state_vertical_speed,future_state_heading
0.08448982721514,0.02435044558842924,357.7194868463864,-0.30928209988873817,-0.047409960213936786,0.9336430492901595,-6525946.125015758,27526991.99832214,-1.4425601292989274,0.01385962953842164,-0.07928471385636712,-0.28647266716994224,1.4425601292989274,0.28647266716994224,357.7194868463864
