received_time_ns,event_type,field_name,previous_value,current_value
1775885312920996660,vehicle_status_events,nav_state,4,2
1775885312920996660,vehicle_status_events,pre_flight_checks_pass,True,False
1775885313042680642,vehicle_status_events,pre_flight_checks_pass,False,True
1775885314281866470,vehicle_status_events,arming_state,1,2
1775885314281866470,vehicle_status_events,nav_state,2,14
1775885324486542044,vehicle_status_events,nav_state,14,2
1775885332584066253,vehicle_status_events,nav_state,2,18
1775885340400545627,vehicle_status_events,arming_state,2,1
1775885340400545627,vehicle_status_events,nav_state,18,2
1775885341053885774,vehicle_status_events,pre_flight_checks_pass,True,False
