received_time_ns,event_type,field_name,previous_value,current_value
1775885312919881608,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775885312919881608,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775885314277906752,vehicle_control_mode_events,flag_armed,False,True
1775885314277906752,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775885314277906752,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775885324483141017,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775885324483141017,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775885332582697483,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775885332582697483,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775885340397748345,vehicle_control_mode_events,flag_armed,True,False
1775885340397748345,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775885340397748345,vehicle_control_mode_events,flag_control_auto_enabled,True,False
