anchor_id,family_id,study_phase,backend,mode_scope,scenario_scope,x_schema,y_schema,model_name,pooling_mode,support,generalization_status,median_test_r2,coefficient_stability,scenario_consistency,scenario_r2_dynamic,scenario_r2_nominal,scenario_r2_throttle_biased,x_effective_condition_number,f_rank,f_effective_rank,f_condition_number,mask_nonzero_count,active_feature_count,active_response_count,mask_empty_flag,partial_mask_flag,mean_top1_share,mean_top3_share,mean_top5_share,mean_gini,mean_effective_support_size,pair_mask_jaccard,pair_raw_top4_jaccard,pair_raw_top4_sign_match,dominant_response_count,notes_source_matrix_path,notes_source_mask_path,notes_source_metrics_path
A2_baseline,A2,baseline,ardupilot,"GUIDED_NOGPS, STABILIZE","dynamic, nominal, throttle_biased",commands_only,actuator_response,ridge_affine,pooled,supported,generalized_supported,0.9985567527124973,1.0,0.9985862354636623,0.9996110114544114,0.9996459661223941,0.9982327021065972,1.51018879444059,4,1.003713906293535,260320.34079944872,4,1,4,False,True,0.9927848635882458,0.9998705813986515,1.0,0.7450938843866005,1.014559678867426,1.0,1.0,0.3125,4,artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/commands_only__actuator_response__pooled/ridge_affine/matrix_f.csv,artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/commands_only__actuator_response__pooled/ridge_affine/sparsity_mask.csv,artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/commands_only__actuator_response__pooled/ridge_affine/metrics.json
A2_diagnostic,A2,diagnostic,ardupilot,"GUIDED_NOGPS, STABILIZE","dynamic, nominal, throttle_biased",commands_only,actuator_response,ridge_affine,pooled,supported,generalized_supported,0.9981128943031736,1.0,0.9930442922863261,0.9998726765292029,0.9991798810139897,0.9929178544403768,1.0363647870531232,4,1.0064991398521104,771685.3241570356,4,1,4,False,True,0.9944871340558638,0.9998422819760622,1.0,0.7458766302066164,1.0111035331130476,1.0,1.0,0.3125,4,artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_only__actuator_response__pooled/ridge_affine/matrix_f.csv,artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_only__actuator_response__pooled/ridge_affine/sparsity_mask.csv,artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_only__actuator_response__pooled/ridge_affine/metrics.json
C1_baseline,C1,baseline,ardupilot,"GUIDED_NOGPS, STABILIZE","dynamic, nominal, throttle_biased",commands_plus_state_history,selected_state_subset,ols_affine,pooled,partial,not_generalized,1.0,1.0,1.0,1.0,1.0,1.0,2157859719.2097044,6,5.9575090084833855,1.4142135623739183,16,16,3,False,True,0.22916666666642416,0.6874999999992711,0.9374999999990122,0.9385964912277727,4.6666666666856065,1.0,1.0,1.0,0,artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/matrix_f.csv,artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/sparsity_mask.csv,artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/metrics.json
C1_diagnostic,C1,diagnostic,ardupilot,"GUIDED_NOGPS, STABILIZE","dynamic, nominal, throttle_biased",commands_plus_state_history,selected_state_subset,ols_affine,pooled,partial,not_generalized,1.0,1.0,1.0,1.0,1.0,1.0,898540353.8492334,6,5.957509008483383,1.4142135623731613,16,16,3,False,True,0.22916666666601948,0.687499999998054,0.9374999999975423,0.9385964912274435,4.666666666722777,1.0,1.0,1.0,0,artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/matrix_f.csv,artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/sparsity_mask.csv,artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/metrics.json
D1_baseline,D1,baseline,ardupilot,STABILIZE,"dynamic, nominal, throttle_biased",commands_plus_state_history,selected_state_subset,ols_affine,pooled,supported,generalized_supported,0.9999990204539585,0.8431372549019608,0.9999999999880764,1.0,0.9999999999880764,1.0,549554.6354084611,6,1.0320151585857444,114048895054.36507,0,0,0,True,False,0.07877994830732697,0.23621181767782018,0.39354799482254466,0.8047654211812748,14.272726268324687,nan,0.0,nan,0,artifacts/studies/20260413_115811_ardupilot_state_evolution_stabilize_baseline/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/matrix_f.csv,artifacts/studies/20260413_115811_ardupilot_state_evolution_stabilize_baseline/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/sparsity_mask.csv,artifacts/studies/20260413_115811_ardupilot_state_evolution_stabilize_baseline/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/metrics.json
D1_diagnostic,D1,diagnostic,ardupilot,STABILIZE,"dynamic, nominal, throttle_biased",commands_plus_state_history,selected_state_subset,ols_affine,pooled,partial,not_generalized,0.9288821542563672,0.8431372549019608,0.9800419592098778,0.9800419592098778,0.9999999999633338,1.0,7535808.506302983,6,1.4490727511435326,6229939068.336107,0,0,0,True,False,0.31717641164337823,0.470088940978606,0.581044352138157,0.8477845384383706,9.233112891969226,nan,0.0,nan,0,artifacts/studies/20260413_122521_ardupilot_state_evolution_stabilize_diagnostic/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/matrix_f.csv,artifacts/studies/20260413_122521_ardupilot_state_evolution_stabilize_diagnostic/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/sparsity_mask.csv,artifacts/studies/20260413_122521_ardupilot_state_evolution_stabilize_diagnostic/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/metrics.json
D2_baseline,D2,baseline,ardupilot,GUIDED_NOGPS,"dynamic, nominal, throttle_biased",commands_plus_state_history,selected_state_subset,ols_affine,pooled,partial,not_generalized,1.0,1.0,1.0,1.0,1.0,1.0,1601897234.140586,6,5.957509008483385,1.414213562373124,0,0,0,True,False,0.2291666666666542,0.6874999999999613,0.9374999999999529,0.938596491228055,4.666666666667115,nan,1.0,1.0,0,artifacts/studies/20260413_124654_ardupilot_state_evolution_guided_nogps_baseline/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/matrix_f.csv,artifacts/studies/20260413_124654_ardupilot_state_evolution_guided_nogps_baseline/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/sparsity_mask.csv,artifacts/studies/20260413_124654_ardupilot_state_evolution_guided_nogps_baseline/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/metrics.json
D2_diagnostic,D2,diagnostic,ardupilot,GUIDED_NOGPS,"dynamic, nominal, throttle_biased",commands_plus_state_history,selected_state_subset,ols_affine,pooled,partial,not_generalized,1.0,1.0,1.0,1.0,1.0,1.0,557227689.1334366,6,5.957509008483385,1.4142135623731038,0,0,0,True,False,0.22916666666666408,0.6874999999999845,0.93749999999998,0.9385964912280618,4.666666666666861,nan,1.0,1.0,0,artifacts/studies/20260413_132622_ardupilot_state_evolution_guided_nogps_diagnostic/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/matrix_f.csv,artifacts/studies/20260413_132622_ardupilot_state_evolution_guided_nogps_diagnostic/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/sparsity_mask.csv,artifacts/studies/20260413_132622_ardupilot_state_evolution_guided_nogps_diagnostic/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/metrics.json
