feature,delta_state_roll,delta_state_pitch,delta_state_yaw,delta_state_roll_rate,delta_state_pitch_rate,delta_state_yaw_rate,delta_state_position_x,delta_state_position_y,delta_state_position_z,delta_state_velocity_x,delta_state_velocity_y,delta_state_velocity_z,delta_state_altitude,delta_state_vertical_speed,delta_state_heading
command_roll,0.0,0.0,0.0,0.0,0.0,0.0,-227202.35126553645,958358.7875254308,-0.002048441959692396,-0.006725432314951954,0.12951266804420494,-0.021117009706125893,0.002048441959692396,0.021117009706125893,0.0
command_pitch,0.0,0.0,0.0,0.0,0.0,0.0,-45249.15993874008,190865.0938590548,-0.0043525102643005055,-0.19879734965661042,-0.01254205852990187,-0.05135936856168539,0.0043525102643005055,0.05135936856168539,0.0
command_yaw,0.0,0.0,0.0,0.0,0.0,0.0,-232041.46658117877,978770.5517078651,-0.006624113119633102,0.002549748349497055,0.0029775237323330698,-0.08363354686241711,0.006624113119633102,0.08363354686241711,0.0
command_throttle,0.0,0.0,0.0,0.0,0.0,0.0,-12717.317518845923,53642.71996243444,0.035819885071384956,-0.0005550208686373475,0.0007016643013873446,0.09244095602117508,-0.035819885071384956,-0.09244095602117508,0.0
roll,0.0,0.0,0.0,0.0,0.0,0.0,-160635.81926998365,677578.2865405678,-0.11817710818484865,-0.11172823071218482,0.12274990081241066,0.7180515152440251,0.11817710818484865,-0.7180515152440251,0.0
pitch,0.0,0.0,0.0,0.0,0.0,0.0,-140142.90767307277,591147.6814155269,-0.11552323871512182,-0.4139201400886632,-0.15512608470955458,0.34693132060167237,0.11552323871512182,-0.34693132060167237,0.0
yaw,0.0,0.0,0.0,0.0,0.0,0.0,-1198.319621485824,5054.5814506146235,-0.0024816395077913896,0.0016816456109490412,-0.002976176328617192,0.011345776390244021,0.0024816395077913896,-0.011345776390244021,0.0
roll_rate,0.0,0.0,0.0,0.0,0.0,0.0,5631.850644684909,-23755.976929607747,-0.004434690435267275,0.009757856555288751,-0.009832059986074683,0.018054183019565025,0.004434690435267275,-0.018054183019565025,0.0
pitch_rate,0.0,0.0,0.0,0.0,0.0,0.0,3589.9221796217453,-15142.735071062292,0.007083870576243921,0.0029967945686893383,-0.0035465960364422493,-0.009256887504298657,-0.007083870576243921,0.009256887504298657,0.0
yaw_rate,0.0,0.0,0.0,0.0,0.0,0.0,-5880.628050530035,24805.03163552194,-0.0012444873667047565,-0.004246248178104499,0.007858482438815984,-0.009730244016872362,0.0012444873667047565,0.009730244016872362,0.0
position_x,0.0,0.0,0.0,0.0,0.0,0.0,-0.0683560963476812,0.2883318128681669,-9.330863291456032e-10,-2.679716512903098e-10,3.41663299359885e-10,5.185823992461419e-09,9.330863291456032e-10,-5.185823992461419e-09,0.0
position_y,0.0,0.0,0.0,0.0,0.0,0.0,6.513841164301875e-10,-1.9670575246582214e-09,2.3439089120671174e-15,0.0,-1.5671519816119163e-14,-3.3796794641496638e-15,-2.3439089120671174e-15,3.3796794641496638e-15,0.0
position_z,0.0,0.0,0.0,0.0,0.0,0.0,527.8810316754017,-2226.6410433738083,0.010850364043559723,-0.0007679690023510623,-9.796941902721326e-05,-0.006234492247655889,-0.010850364043559723,0.006234492247655889,0.0
velocity_x,0.0,0.0,0.0,0.0,0.0,0.0,-609.6325719647865,2571.69055323938,-0.0005333024749119114,-0.007248653068293604,0.014422690173607311,-0.011972021685150271,0.0005333024749119114,0.011972021685150271,0.0
velocity_y,0.0,0.0,0.0,0.0,0.0,0.0,-298.1327462849596,1257.6556009479618,0.0006190603332411921,-0.007657186405675134,-0.002091492958227344,0.01350566601027997,-0.0006190603332411921,-0.01350566601027997,0.0
velocity_z,0.0,0.0,0.0,0.0,0.0,0.0,4957.786621144924,-20912.356902893724,0.06822501068614051,0.002899509662566047,-0.00017385227065242414,-0.013187117421863629,-0.06822501068614051,0.013187117421863629,0.0
altitude,0.0,0.0,0.0,0.0,0.0,0.0,936.2704604977248,-3949.26928154735,0.011581921344145613,0.00030891804657251905,0.0,-0.0003711262399174005,-0.011581921344145613,0.0003711262399174005,0.0
vertical_speed,0.0,0.0,0.0,0.0,0.0,0.0,-3047.2989886770984,12853.76907139146,-0.03769551322555686,-0.0010054689992295373,5.981110822708705e-06,0.0012808289572883043,0.03769551322555686,-0.0012808289572883043,0.0
heading,0.0,0.0,0.0,0.0,0.0,0.0,3801.8682846187357,-16036.668480239168,0.015696448984986212,0.002567321925391554,-0.004174016342183175,0.0009553230804927155,-0.015696448984986212,-0.0009553230804927155,0.0
