received_time_ns,voltage_battery,current_battery,battery_remaining,drop_rate_comm
1775929430550214425,12587,0,100,0
1775929430602611971,12587,0,100,0
1775929430654635922,12587,0,100,0
1775929430716885185,12587,0,100,0
1775929430769338154,12587,0,100,0
1775929430776152223,12587,0,100,0
1775929430878335387,12587,0,100,0
1775929430879542568,12587,0,100,0
1775929430931070047,12587,0,100,0
1775929430983070095,12587,0,100,0
1775929431047648793,12587,0,100,0
1775929431099879206,12587,0,100,0
1775929431152998948,12587,0,100,0
1775929431205316783,12587,0,100,0
1775929431257679802,12587,0,100,0
1775929431310543196,12587,0,100,0
1775929431362856199,12587,0,100,0
1775929431415865704,12587,0,100,0
1775929431473979512,12587,0,100,0
1775929431526036007,12587,0,100,0
1775929431527340146,12587,0,100,0
1775929431578868874,12587,0,100,0
1775929431630891321,12587,0,100,0
1775929431683497504,12587,0,100,0
1775929431735581615,12587,0,100,0
1775929431787515936,12587,0,100,0
1775929431839484816,12587,0,100,0
1775929431891652382,12587,0,100,0
1775929431944578879,12587,0,100,0
1775929431996566671,12587,0,100,0
1775929432048616735,12587,0,100,0
1775929432100658287,12587,0,100,0
1775929432165181338,12587,0,100,0
1775929432218326937,12587,0,100,0
1775929432270176907,12587,0,100,0
1775929432322384312,12587,0,100,0
1775929432374257451,12587,0,100,0
1775929432426480632,12587,0,100,0
1775929432428333690,12587,0,100,0
1775929432480328267,12587,0,100,0
1775929432532695861,12587,0,100,0
1775929432584551464,12587,639,99,0
1775929432636383995,12587,639,99,0
1775929432688703814,12587,822,99,0
1775929432744948948,12587,822,99,0
1775929432797181153,12587,1096,99,0
1775929432849501644,12587,1096,99,0
1775929432901487068,12587,1038,99,0
1775929432954061316,12587,1038,99,0
1775929433006564780,12587,1470,99,0
1775929433058385952,12587,1470,99,0
1775929433110318865,12587,1977,99,0
1775929433162225475,12587,1977,99,0
1775929433214010967,12587,2542,99,0
1775929433266228772,12587,2542,99,0
1775929433318054744,12587,3132,99,0
1775929433370009833,12587,3132,99,0
1775929433422527729,12587,3398,99,0
1775929433474815869,12587,3398,99,0
1775929433527354822,12587,3647,99,0
1775929433528948525,12587,3647,99,0
1775929433581110747,12587,3938,99,0
1775929433633264969,12587,3938,99,0
1775929433686055533,12587,4220,99,0
1775929433740024895,12587,4220,99,0
1775929433803752567,12587,3547,99,0
1775929433855940581,12587,3547,99,0
1775929433907785496,12587,2476,99,0
1775929433959653835,12587,2476,99,0
1775929434011464158,12587,2334,99,0
1775929434063377616,12587,2334,99,0
1775929434115211492,12587,2617,99,0
1775929434167019896,12587,2617,99,0
1775929434219095591,12587,2866,99,0
1775929434271640784,12587,2866,99,0
1775929434323598817,12587,2949,99,0
1775929434375543795,12587,2949,99,0
1775929434376751104,12587,2899,99,0
