received_time_ns,base_mode,custom_mode,system_status
1775929431527206356,209,20,3
1775929432532479801,209,20,4
1775929433528784911,209,20,4
1775929434532778418,209,20,4
1775929435536795194,209,20,4
1775929436528828131,209,20,4
1775929437522654005,209,20,4
1775929438510885764,209,20,4
1775929439505883182,209,20,4
1775929442510143614,209,20,4
1775929442510322043,209,9,4
1775929442536433475,209,9,4
1775929442558777158,209,9,4
