received_time_ns,event_type,field_name,previous_value,current_value
1775884887715558004,vehicle_status_events,nav_state,4,2
1775884887715558004,vehicle_status_events,pre_flight_checks_pass,True,False
1775884887824180988,vehicle_status_events,pre_flight_checks_pass,False,True
1775884889074828122,vehicle_status_events,arming_state,1,2
1775884889074828122,vehicle_status_events,nav_state,2,14
1775884898735097373,vehicle_status_events,nav_state,14,2
1775884906837701826,vehicle_status_events,nav_state,2,18
1775884912940299362,vehicle_status_events,arming_state,2,1
1775884912940299362,vehicle_status_events,nav_state,18,2
1775884913665812195,vehicle_status_events,pre_flight_checks_pass,True,False
