received_time_ns,event_type,field_name,previous_value,current_value
1775884887715792212,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775884887715792212,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775884889075040634,vehicle_control_mode_events,flag_armed,False,True
1775884889075040634,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775884889075040634,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775884898734107496,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775884898734107496,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775884906837931149,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775884906837931149,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775884912940668641,vehicle_control_mode_events,flag_armed,True,False
1775884912940668641,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775884912940668641,vehicle_control_mode_events,flag_control_auto_enabled,True,False
