received_time_ns,base_mode,custom_mode,system_status
1775928714454272544,209,0,3
1775928715444453713,209,0,3
1775928716437204921,209,0,3
1775928717432738484,209,0,3
1775928718425111728,209,0,3
1775928719415501968,209,0,3
1775928720458761240,209,0,3
1775928721448869705,209,0,3
1775928722455333514,209,0,3
1775928725448935185,81,0,3
1775928725451589650,81,9,3
1775928725475872594,81,9,3
1775928725507221386,81,9,3
