feature,delta_state_roll,delta_state_pitch,delta_state_yaw,delta_state_roll_rate,delta_state_pitch_rate,delta_state_yaw_rate,delta_state_position_x,delta_state_position_y,delta_state_position_z,delta_state_velocity_x,delta_state_velocity_y,delta_state_velocity_z,delta_state_altitude,delta_state_vertical_speed,delta_state_heading
command_roll,0.0,0.0,0.0,0.0,0.0,0.0,-69985.82891160111,295205.9483307886,0.043098752183230796,-0.005198676762167467,0.18346407140845156,0.055911261135540874,-0.043098752183230796,-0.055911261135540874,0.0
command_pitch,0.0,0.0,0.0,0.0,0.0,0.0,-296292.5673595675,1249787.2290253493,0.14454571699154747,-0.15620252657915312,-0.013077046704488421,-0.04981411706241638,-0.14454571699154747,0.04981411706241638,0.0
command_yaw,0.0,0.0,0.0,0.0,0.0,0.0,-738264.0103945533,3114060.0722050765,0.31207305179009825,0.051214546931071886,0.021317396822179917,-0.1422743490462996,-0.31207305179009825,0.1422743490462996,0.0
command_throttle,0.0,0.0,0.0,0.0,0.0,0.0,446.9343400271178,-1885.2132756863568,0.0561787729930143,-0.0005683066149188068,0.0004507174828082105,0.007942606168764337,-0.0561787729930143,-0.007942606168764337,0.0
