future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
0.004637919730122389,-0.02075819986382182,0.2495914073785989,-0.09056229102499576,0.09600909507593296,-0.14447129622256347
