received_time_ns,x,y,z,vx,vy,vz
1775925237855613090,0.0,0.0,0.027,0.0,0.0,0.03
1775925237958074893,0.0,0.0,0.027,0.0,0.0,0.03
1775925237959582357,0.0,0.0,0.027,0.0,0.0,0.03
1775925238011454958,0.0,0.0,0.027,0.0,0.0,0.03
1775925238063581992,0.0,0.0,0.027,0.0,0.0,0.03
1775925238115458656,0.0,0.0,0.027,0.0,0.0,0.03
1775925238167917628,0.0,0.0,0.027,0.0,0.0,0.03
1775925238220287959,0.0,0.0,0.027,0.0,0.0,0.03
1775925238272220080,0.0,0.0,0.027,0.0,0.0,0.03
1775925238325527569,0.0,0.0,0.027,0.0,0.0,0.03
1775925238377992973,0.0,0.0,0.027,0.0,0.0,0.02
1775925238430128967,0.0,0.0,0.027,0.0,0.0,0.02
1775925238482920388,0.0,0.0,0.027,0.0,0.0,0.02
1775925238536276613,0.0,0.0,0.027,0.0,0.0,0.02
1775925238590354665,0.0,0.0,0.027,0.0,0.0,0.02
1775925238642587844,0.0,0.0,0.027,0.0,0.0,0.02
1775925238694797182,0.0,0.0,0.027,0.0,0.0,0.02
1775925238747262330,0.0,0.0,0.027,0.0,0.0,0.02
1775925238799730230,0.0,0.0,0.027,0.0,0.0,0.02
1775925238851809648,0.0,0.0,0.027,0.0,0.0,0.02
1775925238903978890,0.0,0.0,0.027,0.0,0.0,0.02
1775925238955960643,0.0,0.0,0.027,0.0,0.0,0.02
1775925238958070639,0.0,0.0,0.027,0.0,0.0,0.02
1775925239010506378,0.0,0.0,0.027,0.0,0.0,0.01
1775925239062543076,0.0,0.0,0.027,0.0,0.0,0.01
1775925239114748318,0.0,0.0,0.027,0.0,0.0,0.01
1775925239166743223,0.0,0.0,0.027,0.0,0.0,0.01
1775925239219472852,0.0,0.0,0.027,0.0,0.0,0.01
1775925239271365804,0.0,0.0,0.027,0.0,0.0,0.01
1775925239323313733,0.0,0.0,0.027,0.0,0.0,0.01
1775925239376349188,0.0,0.0,0.027,0.0,0.0,0.01
1775925239428660606,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775925239480694808,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775925239532691761,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775925239584765226,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925239636695427,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925239688816060,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925239741216536,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925239793351377,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925239845668108,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925239897851430,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925239950262945,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925240002267707,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925240054330164,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925240055661723,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925240107466803,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925240162702589,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925240215207480,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925240269659102,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925240321745144,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925240373887537,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925240425879242,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925240477851939,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925240529990300,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775925240581932565,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775925240633917133,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775925240686056391,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775925240738273473,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775925240790544827,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775925240842553236,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775925240894913743,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775925240946935816,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775925240999272002,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775925241051396955,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775925241103404724,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775925241155557389,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775925241208250250,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775925241209650321,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775925241261485257,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775925241313561890,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775925241365673051,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775925241417939061,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775925241470326671,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775925241522762986,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775925241574676546,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775925241626699323,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775925241678655763,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775925241730549675,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775925241788751365,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775925241840739518,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775925241893011096,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775925241944996016,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775925241997017449,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775925242048994273,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775925242100945529,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775925242152924817,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775925242204944873,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775925242257836742,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775925242259278510,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775925242311244614,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775925242363225662,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775925242418746058,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775925242470673698,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775925242522600025,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775925242574816755,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
