feature,future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
command_roll,1.5748659784283934e-16,3.04005948273311e-17,4.626714596884345e-17,7.105089400919082e-16,1.7460635169198889e-16,3.2089151419804836e-15
command_pitch,-1.1324807980347546e-16,1.4152841555909716e-18,-1.235675571398521e-14,-3.1317912017182536e-15,-4.2022949889911095e-16,1.0907910296359219e-15
command_yaw,-1.9642186437200657e-16,-4.6786183257598935e-17,9.08990136194249e-15,1.802475601518559e-15,4.260444561002804e-17,-1.0939968454458899e-14
command_throttle,4.2254513834845256e-16,3.235540039427798e-16,-1.7593778649973354e-15,4.746577870415944e-15,-5.809291662694089e-15,-5.41423194549491e-15
roll,0.6666666666666697,4.7700605811587625e-15,3.5284182313929077e-13,2.3439305576022716e-14,1.0124699164764876e-13,-2.4738278533448205e-13
pitch,-2.2096155361809143e-15,0.9999999999999927,-1.0662543787601297e-13,4.80715752036846e-16,-8.375751613856587e-15,2.6759760642863994e-14
yaw,1.9022911320345803e-16,4.9938912386765836e-18,0.5000000000000069,5.766834409401458e-16,-1.9895562391825664e-15,6.3693991851880485e-15
roll_rate,-6.111741607069818e-17,4.8423330002536135e-18,4.968777056136911e-16,0.9999999999999967,3.1548122559295764e-15,-3.8939432424131166e-15
pitch_rate,-2.6849906612577392e-17,6.128359932492644e-17,-1.3594393623470773e-15,-1.7144567507387642e-17,0.9999999999999931,9.647908617053267e-16
yaw_rate,5.775771019519396e-17,-1.3457828701877491e-17,-1.8800651684441705e-15,6.089625354896018e-17,-3.02216554565947e-17,1.0000000000000084
position_x,-5.745456610187827e-17,1.6814823902833995e-17,3.9462719311271416e-16,-2.4133322207868786e-16,7.648162254762613e-18,6.793271406668289e-16
position_y,-1.3621006787076283e-17,3.986364524200174e-18,9.355603296529227e-17,-5.72139312429443e-17,1.813184780388143e-18,1.6105109571058803e-16
position_z,-7.057856928328303e-17,4.368691507912483e-19,4.695898079242231e-15,1.34269606273299e-17,-2.0555861179569937e-20,2.3853996137470346e-16
velocity_x,5.828686055375259e-18,7.255381303334747e-18,-9.18848964835156e-16,-1.4654340569496692e-16,1.1830900034504823e-16,-8.546447219399617e-17
velocity_y,-2.3071095253267333e-17,9.742132819840453e-18,-1.4403101628624445e-16,-1.146302817138894e-16,7.226523403417183e-17,1.6663235572722262e-16
velocity_z,2.7494616815370798e-17,2.8973315142123047e-19,-5.0965030314404846e-15,1.0199673775350686e-16,6.920028092256104e-17,-4.3716145089440785e-16
altitude,-6.469080315944105e-17,-7.223035253686243e-19,4.945596669449944e-15,1.496784990889929e-17,3.8707855788911584e-18,3.014260015168751e-16
vertical_speed,6.039569394720286e-17,-3.3563539158150184e-19,-4.156793075003008e-15,-1.1174757947625543e-16,-6.459831682127126e-17,-2.4395958586509144e-16
heading,2.374842741463878e-16,4.978239325930518e-18,0.5000000000000012,6.398620463150543e-16,-1.9915200846078005e-15,6.381131681217196e-15
mode_guided_nogps,0.014999999999999245,-2.9467112555787347e-17,-2.6721854663025328e-14,-1.5138452834358592e-15,5.299721374606617e-16,-2.485214765258117e-14
mode_stabilize,-0.014999999999999333,2.967910568277422e-17,2.6588467649685623e-14,1.4457036330413684e-15,-5.260893965990102e-16,2.4849614406989916e-14
