received_time_ns,base_mode,custom_mode,system_status
1775926058232819437,209,20,3
1775926059231287515,209,20,4
1775926060235916334,209,20,4
1775926061229248452,209,20,4
1775926062220403159,209,20,4
1775926063214507075,209,20,4
1775926064236195485,209,20,4
1775926065230152470,209,20,4
1775926066195991225,209,20,4
1775926069241800519,209,20,4
1775926069244182338,209,9,4
1775926069267696769,209,9,4
1775926069292299331,209,9,4
